Year,Month,Day,P103,P115,P123,P133,P145,P152,P164,P167,P181,sp_avrg,Comilla,Srimangal,obs,Bias_corrected,RMSE,MAE,PBIAS,,,,,
1990,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,month,obs,sim,scaling_factor
1990,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,1,0.235020927,0.813012186,0.289074298
1990,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2,2,0.645969691,0.175355681,3.683768242
1990,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,3,3,1.683508945,2.832681004,0.59431646
1990,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,4,4,4.086658528,4.285385185,0.953626886
1990,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,5,5,8.581084491,14.28404588,0.600746075
1990,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,6,6,10.61840489,24.56606074,0.432238811
1990,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,7,7,11.04483835,22.00612186,0.501898445
1990,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,8,8,9.305142537,25.13807168,0.370161349
1990,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,9,9,9.788223615,18.4608963,0.530213889
1990,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,10,10,5.561539712,4.157558423,1.337693701
1990,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,11,11,0.587165341,2.533758519,0.231736899
1990,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,12,12,0.081121024,0.091797849,0.883691991
1990,1,14,0,0,0,0,0,0,0,0,0,0,0.387854,0.387854,0.387854,,,,,,,,,
1990,1,15,0,0,0,0,0,0,0,0,0,0,0.387854,0.387854,0.387854,,,,,,,,,
1990,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,1,30,0,0,0,0,0,0,0,0,0,0,1.96913,1.96913,1.96913,,,,,,,,,
1990,1,31,0,0,0,0,0,0,0,0,0,0,1.96913,1.96913,1.96913,,,,,,,,,
1990,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,2,3,0,0,0,0,0,0,0,26.49,39.27,7.306666667,0,0,0,,,,,,,,,
1990,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,2,11,0,0,0,0,0,0,0,0,0,0,0.14465,0.14465,0.14465,,,,,,,,,
1990,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,2,14,0,0,0,0,0,0,0,0,0,0,1.29575,1.29575,1.29575,,,,,,,,,
1990,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,2,18,0,0,0,0,0,0,0,0,0.4,0.044444444,36.6695,36.6695,36.6695,,,,,,,,,
1990,2,19,0,0,0,0,0,0,3.48,23.78,39.07,7.37,0.251566,0.251566,0.251566,,,,,,,,,
1990,2,20,0,0,0,0,0,0,0,0,0,0,0.686627,0.686627,0.686627,,,,,,,,,
1990,2,21,0,0,0,0,0,0,0,0,0,0,0.806893,0.806893,0.806893,,,,,,,,,
1990,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,2,25,0,0,0,0,0,0,0,0,0,0,1.12032,1.12032,1.12032,,,,,,,,,
1990,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,3,21,0,0,0,0,0,0,0,0,0,0,0.236813,0.236813,0.236813,,,,,,,,,
1990,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,3,23,0,0,0,0,0,0,0,0,0,0,15.9296,15.9296,15.9296,,,,,,,,,
1990,3,24,0,0,0,0,0,0,0,0,0,0,32.3407,32.3407,32.3407,,,,,,,,,
1990,3,25,0,0,0,0,0,0,0,0,0,0,34.8343,34.8343,34.8343,,,,,,,,,
1990,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,3,27,0,0,0,0,0,0,0,0,0,0,8.38834,8.38834,8.38834,,,,,,,,,
1990,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,3,31,0,0,0,0,0,0,0,0,0,0,22.6789,22.6789,22.6789,,,,,,,,,
1990,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,4,3,0,0,0,0,0,0,0,0,0,0,16.5326,16.5326,16.5326,,,,,,,,,
1990,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,4,6,0,0,0,0,0,0,0,0,0,0,4.717,4.717,4.717,,,,,,,,,
1990,4,7,0,0,0,0,0,0,0,0,0,0,7.23147,7.23147,7.23147,,,,,,,,,
1990,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,4,13,0,0,0,0,0,0,0,0,0,0,5.60682,5.60682,5.60682,,,,,,,,,
1990,4,14,0,0,0,0,0,0,0,0,0,0,17.3025,17.3025,17.3025,,,,,,,,,
1990,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,4,19,0,0,0,0,0,0,0,0,0,0,21.0396,21.0396,21.0396,,,,,,,,,
1990,4,20,0,0,0,0,0,0,0,0,0,0,14.7482,14.7482,14.7482,,,,,,,,,
1990,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,4,23,0,0,0,0,0,0,0,0,0,0,0.452345,0.452345,0.452345,,,,,,,,,
1990,4,24,0,0,0,0,0,0,0,0,0,0,13.5588,13.5588,13.5588,,,,,,,,,
1990,4,25,0,0,0,0,0,0,0,0,0,0,18.1765,18.1765,18.1765,,,,,,,,,
1990,4,26,0,0,0,0,0,0,0,0,0,0,12.432,12.432,12.432,,,,,,,,,
1990,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,4,28,0,0,0,0,0,0,0,0,0,0,21.6005,21.6005,21.6005,,,,,,,,,
1990,4,29,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,4,30,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,5,2,0,0,0,0,0,0,0,0,0,0,6.43475,6.43475,6.43475,,,,,,,,,
1990,5,3,0,0,0,0,0,0,0,0,0,0,3.40297,3.40297,3.40297,,,,,,,,,
1990,5,4,0,0,0,0,0,0,0,0,0,0,12.0493,12.0493,12.0493,,,,,,,,,
1990,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,5,7,0,0,0,0,10.74,17.59,27.19,39.83,48.76,16.01222222,0,0,0,,,,,,,,,
1990,5,8,0,0,10.46,17.72,21.56,26.83,50.99,34.52,33.62,21.74444444,0,0,0,,,,,,,,,
1990,5,9,0,0,9.81,18.57,23.46,30.35,49.22,51.21,55.08,26.41111111,0.0475288,0.0475288,0.0475288,,,,,,,,,
1990,5,10,11.48,21.52,25.77,30.93,38.3,47.64,33.18,56.71,51.19,35.19111111,0,0,0,,,,,,,,,
1990,5,11,35.6,42.63,48.49,54.9,63.88,71.59,31.14,71.53,59.59,53.26111111,0,0,0,,,,,,,,,
1990,5,12,15.86,19.17,19.7,18.35,16.93,16.09,0,27.48,32.42,18.44444444,0,0,0,,,,,,,,,
1990,5,13,0,0,0,0,0,0,0,0,0,0,19.9668,19.9668,19.9668,,,,,,,,,
1990,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,5,19,0,0,14.34,16.06,16.57,17.6,27.5,9.41,0,11.27555556,27.6039,27.6039,27.6039,,,,,,,,,
1990,5,20,20.23,24.75,26.6,27.09,28.67,29.88,45.13,25.46,21.02,27.64777778,44.0047,44.0047,44.0047,,,,,,,,,
1990,5,21,27.62,35.54,42.71,51.85,65.14,79.03,42.44,61.57,41.2,49.67777778,0,0,0,,,,,,,,,
1990,5,22,0,0,0,0,0,0,0,0,0,0,11.2787,11.2787,11.2787,,,,,,,,,
1990,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,5,24,0,0,0,0,0,0,0,0,0,0,1.20229,1.20229,1.20229,,,,,,,,,
1990,5,25,0,0,0,0,0,0,0,0,0,0,46.9945,46.9945,46.9945,,,,,,,,,
1990,5,26,0,0,0,0,0,0.2,22.71,24.95,34.51,9.152222222,3.17365,3.17365,3.17365,,,,,,,,,
1990,5,27,0,0,10.73,13.56,14.21,14.61,34.84,22.68,26.57,15.24444444,9.40382,9.40382,9.40382,,,,,,,,,
1990,5,28,17.04,19.86,17.79,10.06,0,0,0.17,0,0,7.213333333,5.07133,5.07133,5.07133,,,,,,,,,
1990,5,29,0,0,0,0,0,0,0,0,0,0,26.7483,26.7483,26.7483,,,,,,,,,
1990,5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,5,31,0,0,0,0,0,0,0,0,0,0,29.2815,29.2815,29.2815,,,,,,,,,
1990,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,6,2,37.73,41.72,45.31,50.02,56.03,59.62,67.24,63.71,55.12,52.94444444,3.30102,3.30102,3.30102,,,,,,,,,
1990,6,3,35.62,38.27,44.87,60.84,86.29,112.27,84.32,172.32,172.85,89.73888889,29.8566,29.8566,29.8566,,,,,,,,,
1990,6,4,10.23,20.16,22.13,22.43,22.54,23.45,42.61,31.47,33.03,25.33888889,16.8383,16.8383,16.8383,,,,,,,,,
1990,6,5,48.27,47.54,46.56,46.02,43.82,39.63,56.68,38.05,35.29,44.65111111,8.50555,8.50555,8.50555,,,,,,,,,
1990,6,6,56.26,61.64,68.72,82.19,101.39,117.09,61.7,142.52,133.32,91.64777778,15.1182,15.1182,15.1182,,,,,,,,,
1990,6,7,42.51,48.78,53.51,57.73,62.67,63.8,59.12,56,45.22,54.37111111,0,0,0,,,,,,,,,
1990,6,8,48.49,51.03,57.95,71.55,92.74,112.07,47.27,119.18,99.73,77.77888889,21.462,21.462,21.462,,,,,,,,,
1990,6,9,53.39,52.8,55.23,62.22,71.61,78.07,34.12,91.96,84.01,64.82333333,21.1556,21.1556,21.1556,,,,,,,,,
1990,6,10,65.39,68.25,70.22,77.2,84.87,84.91,28.57,86.63,73.07,71.01222222,0,0,0,,,,,,,,,
1990,6,11,60.4,61.67,65.96,79,96.77,111.64,56.35,123.71,109.51,85.00111111,0,0,0,,,,,,,,,
1990,6,12,55.11,60.12,64.66,74.16,86.97,96.01,38.51,94.48,75.52,71.72666667,9.14242,9.14242,9.14242,,,,,,,,,
1990,6,13,0,0,0,9.32,12.11,13.24,0,18.02,21.35,8.226666667,15.2449,15.2449,15.2449,,,,,,,,,
1990,6,14,20.29,15.34,10.48,9.97,8.59,5.84,0,0,0,7.834444444,1.27066,1.27066,1.27066,,,,,,,,,
1990,6,15,28.03,25.83,20.93,13.12,0,0,0,0,0,9.767777778,1.27267,1.27267,1.27267,,,,,,,,,
1990,6,16,32.55,34.66,35.15,34.92,33.61,31.91,0,20.35,10.89,26.00444444,0.957039,0.957039,0.957039,,,,,,,,,
1990,6,17,48.16,51.7,55.06,59.02,63.42,63.08,18.66,40.76,27.35,47.46777778,2.39218,2.39218,2.39218,,,,,,,,,
1990,6,18,34.28,30.29,29.25,33.39,39.15,45.9,26.59,41.29,33.11,34.80555556,0,0,0,,,,,,,,,
1990,6,19,43.84,48.41,55.1,69.5,89.98,110.27,61.32,94.66,62.33,70.60111111,0,0,0,,,,,,,,,
1990,6,20,38.74,43.7,52.63,70.93,98.29,128.36,65.99,112.97,77.29,76.54444444,3.38016,3.38016,3.38016,,,,,,,,,
1990,6,21,0,0,0,0,0,0,19.39,0,0,2.154444444,12.4244,12.4244,12.4244,,,,,,,,,
1990,6,22,0,0,0,0,0,0,0,0,0,0,48.6769,48.6769,48.6769,,,,,,,,,
1990,6,23,0,0,0,0,0,0,0,0,0,0,20.3942,20.3942,20.3942,,,,,,,,,
1990,6,24,0,0,0,0,0,0,0,0,0,0,6.31822,6.31822,6.31822,,,,,,,,,
1990,6,25,0,0,0,0,0,0,27.43,0,0,3.047777778,0.645832,0.645832,0.645832,,,,,,,,,
1990,6,26,0,0,0,0,0,0,28.49,0,0,3.165555556,10.7489,10.7489,10.7489,,,,,,,,,
1990,6,27,0,0,0,0,0,0,18.67,0,0,2.074444444,13.4816,13.4816,13.4816,,,,,,,,,
1990,6,28,0,0,0,0,0,0,0,0,0,0,0.242117,0.242117,0.242117,,,,,,,,,
1990,6,29,0,0,0,0,0,0,0,0,0,0,16.0224,16.0224,16.0224,,,,,,,,,
1990,6,30,0,0,0,0,0,0,0,0,0,0,23.2612,23.2612,23.2612,,,,,,,,,
1990,7,1,0,0,0,0,0,0,0,0.11,15.06,1.685555556,22.6168,22.6168,22.6168,,,,,,,,,
1990,7,2,0,0,0,0,0,0,25.02,22.3,33.99,9.034444444,3.05282,3.05282,3.05282,,,,,,,,,
1990,7,3,65.19,71.69,79.77,94.2,113.58,128.47,57.29,118.05,90.27,90.94555556,24.5643,24.5643,24.5643,,,,,,,,,
1990,7,4,40.31,45.97,55.36,74.26,101.29,131.59,50.09,149.1,128.59,86.28444444,27.7642,27.7642,27.7642,,,,,,,,,
1990,7,5,26.06,30.3,34.17,39.82,48.17,58.08,18.85,60.04,50.27,40.64,3.13556,3.13556,3.13556,,,,,,,,,
1990,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,7,7,32.13,37.19,41.33,46.12,52.48,58.46,47.56,56.32,46.75,46.48222222,7.67526,7.67526,7.67526,,,,,,,,,
1990,7,8,27.62,26.08,22.73,19.12,15.11,10.28,0,0,0,13.43777778,60.4353,60.4353,60.4353,,,,,,,,,
1990,7,9,30.67,33.02,36.77,43.96,54.65,67.37,49.82,75.54,63.89,50.63222222,17.5367,17.5367,17.5367,,,,,,,,,
1990,7,10,22.08,19.53,17.14,15.92,14.35,12.84,26.46,23.09,28.86,20.03,5.82611,5.82611,5.82611,,,,,,,,,
1990,7,11,32.1,35.73,38.98,43.17,48.87,54.84,33.73,63.23,56.68,45.25888889,10.2011,10.2011,10.2011,,,,,,,,,
1990,7,12,31.44,34.96,37.94,40.87,45.02,49.93,26.9,46.44,38.78,39.14222222,0,0,0,,,,,,,,,
1990,7,13,0,0,0,0,0,0,0,0,0,0,13.7276,13.7276,13.7276,,,,,,,,,
1990,7,14,56.73,62.07,68.19,79.41,94.69,106.4,55.06,127.6,123.34,85.94333333,0,0,0,,,,,,,,,
1990,7,15,46.69,50.86,56.34,65.02,76.45,86.06,92.73,106.23,100.47,75.65,0,0,0,,,,,,,,,
1990,7,16,30.78,32.93,35.77,40.66,47.7,55.4,49.06,66.64,59.78,46.52444444,0,0,0,,,,,,,,,
1990,7,17,24.72,27.29,28.45,29.69,31.56,33.61,34.45,39.08,37.93,31.86444444,0,0,0,,,,,,,,,
1990,7,18,23.78,27.04,28.28,29.02,30.16,31.21,15.2,33.65,31.46,27.75555556,0,0,0,,,,,,,,,
1990,7,19,0,16.55,19.55,19.62,20.03,20.72,22.35,29.14,31.09,19.89444444,0.203519,0.203519,0.203519,,,,,,,,,
1990,7,20,23.88,29.25,31.85,33.09,34.17,35.32,26.19,35.25,31.4,31.15555556,2.96793,2.96793,2.96793,,,,,,,,,
1990,7,21,27.53,30.77,32.31,33.31,34.07,34.72,25.58,31.66,27.07,30.78,13.7802,13.7802,13.7802,,,,,,,,,
1990,7,22,20.29,24.49,26.02,26.26,27.01,27.7,43.17,26.09,23.61,27.18222222,5.25204,5.25204,5.25204,,,,,,,,,
1990,7,23,0,0,0,0,0,0,0,0,0,0,2.25497,2.25497,2.25497,,,,,,,,,
1990,7,24,24.72,28.12,29.02,28.76,28.64,27.92,28.26,28.99,27.26,27.96555556,8.00104,8.00104,8.00104,,,,,,,,,
1990,7,25,22.71,25.45,27.57,30.57,34.96,40.34,52.08,48.98,46.25,36.54555556,12.8438,12.8438,12.8438,,,,,,,,,
1990,7,26,19.02,21.03,21.69,22.23,22.82,24.38,40.5,25.45,24.42,24.61555556,12.822,12.822,12.822,,,,,,,,,
1990,7,27,20.35,21.5,20.75,18.5,16.25,13.98,12.33,7.67,0.84,14.68555556,38.2905,38.2905,38.2905,,,,,,,,,
1990,7,28,16.11,21.18,22.39,22.63,22.72,23.62,20.78,23.53,22.19,21.68333333,36.2914,36.2914,36.2914,,,,,,,,,
1990,7,29,35.52,36.61,36.6,37.62,38.27,37.88,29.02,35.7,31.04,35.36222222,9.95449,9.95449,9.95449,,,,,,,,,
1990,7,30,28.77,29.11,27.63,24.33,20.53,16.49,0,9.62,4.78,17.91777778,5.5441,5.5441,5.5441,,,,,,,,,
1990,7,31,25.45,22.49,20.06,19.81,20,20.42,20.41,26.7,28.15,22.61,16.7564,16.7564,16.7564,,,,,,,,,
1990,8,1,20.12,11.98,0,0,0,0,0,0,0,3.566666667,23.8032,23.8032,23.8032,,,,,,,,,
1990,8,2,49.46,49.13,50.44,54.62,59.76,61.06,35.53,91.1,94.48,60.62,3.28344,3.28344,3.28344,,,,,,,,,
1990,8,3,57.97,57.17,58.36,63.95,71.38,75.51,49.7,92.57,87.39,68.22222222,19.8372,19.8372,19.8372,,,,,,,,,
1990,8,4,45.98,48.29,49.4,50.27,49.07,45.81,38.42,36.77,29.61,43.73555556,0,0,0,,,,,,,,,
1990,8,5,29.77,29.87,29.41,29.63,30.22,30.33,27.38,25.84,21.75,28.24444444,19.5028,19.5028,19.5028,,,,,,,,,
1990,8,6,21.4,22.45,22.2,22.26,22.08,22.45,27.07,25.29,25.1,23.36666667,5.08186,5.08186,5.08186,,,,,,,,,
1990,8,7,4.74,13.95,19.3,23.51,29.29,36.01,34.29,54.97,56.53,30.28777778,10.7261,10.7261,10.7261,,,,,,,,,
1990,8,8,26.3,29.36,32.72,39.51,49.47,62.44,38.53,95.32,94.83,52.05333333,0.103991,0.103991,0.103991,,,,,,,,,
1990,8,9,31.85,32.65,34.66,39.09,45.06,52.33,37.27,52.11,43.44,40.94,0,0,0,,,,,,,,,
1990,8,10,24.35,25.55,26.42,28.65,31.78,35.54,31.41,46.93,47.72,33.15,5.98436,5.98436,5.98436,,,,,,,,,
1990,8,11,34.88,39.15,43.86,51.84,63.18,74.62,36.69,77.79,63.17,53.90888889,7.71435,7.71435,7.71435,,,,,,,,,
1990,8,12,22.52,25.94,26.91,26.56,26.37,26.28,15.91,26.3,24.74,24.61444444,2.10812,2.10812,2.10812,,,,,,,,,
1990,8,13,0,0,0,0,8.78,13.14,3.43,22.8,26.7,8.316666667,3.01455,3.01455,3.01455,,,,,,,,,
1990,8,14,18.25,22.96,25.13,26.62,29.28,32.17,16.71,33.03,29.51,25.96222222,1.21499,1.21499,1.21499,,,,,,,,,
1990,8,15,0,0,0,0,0,0,0,0,0,0,0.173581,0.173581,0.173581,,,,,,,,,
1990,8,16,18.74,24.55,27.21,28.58,30.91,33.39,27.64,28.96,23.63,27.06777778,0,0,0,,,,,,,,,
1990,8,17,31.85,35.27,36.61,36.91,36.11,34.75,37.43,32.23,28.51,34.40777778,0,0,0,,,,,,,,,
1990,8,18,27.75,29.77,29.1,26.56,23.08,19.39,34.18,24.72,27.71,26.91777778,0,0,0,,,,,,,,,
1990,8,19,23.28,25.17,26.19,27.58,30.33,33.19,42,35.98,33.24,30.77333333,5.72759,5.72759,5.72759,,,,,,,,,
1990,8,20,30.81,34.02,35.88,37.4,38.58,38.6,28.93,43.66,42.07,36.66111111,0.929766,0.929766,0.929766,,,,,,,,,
1990,8,21,28.61,32.74,36.37,40.5,46.03,52.57,41.55,57.28,50.61,42.91777778,0,0,0,,,,,,,,,
1990,8,22,33.7,37.42,40.35,43.23,46.49,50.32,42.53,48.83,41.62,42.72111111,0,0,0,,,,,,,,,
1990,8,23,13.92,18.69,19.67,18.53,17.39,16.57,18.4,12.74,10,16.21222222,0.123292,0.123292,0.123292,,,,,,,,,
1990,8,24,27.76,32.11,35.01,37.78,41.03,43.83,42.19,44.2,39.14,38.11666667,0.450221,0.450221,0.450221,,,,,,,,,
1990,8,25,42.2,50.06,58.68,69.08,84.11,97.46,62.88,95.31,73.92,70.41111111,41.1615,41.1615,41.1615,,,,,,,,,
1990,8,26,39.15,46.23,55.1,70.53,93.24,114.14,63.45,116.43,92.67,76.77111111,7.24068,7.24068,7.24068,,,,,,,,,
1990,8,27,28.33,30.72,33.66,39.14,46.92,56.48,26.96,65.43,57.03,42.74111111,8.55051,8.55051,8.55051,,,,,,,,,
1990,8,28,0,0,0,8.29,12.56,14.46,27.01,22.07,25.47,12.20666667,0.754771,0.754771,0.754771,,,,,,,,,
1990,8,29,26.27,28.93,30.14,31.8,33.76,35.83,28,33.05,27.82,30.62222222,0,0,0,,,,,,,,,
1990,8,30,23.39,25.23,25.65,25.7,26.1,26.77,19.27,28.62,26.95,25.29777778,0,0,0,,,,,,,,,
1990,8,31,24.94,26.13,24.91,21.81,18.23,14.69,2.77,4.39,0,15.31888889,2.93279,2.93279,2.93279,,,,,,,,,
1990,9,1,0,0,0,0,0,0,0,0,0,0,21.6721,21.6721,21.6721,,,,,,,,,
1990,9,2,0,0,0,0,0,0,0,0,0,0,9.71766,9.71766,9.71766,,,,,,,,,
1990,9,3,0,0,0,0,0,0,0,0,0,0,4.73678,4.73678,4.73678,,,,,,,,,
1990,9,4,0,0,0,0,0,0,0,0,0,0,15.7858,15.7858,15.7858,,,,,,,,,
1990,9,5,0,0,0,0,0,0,0,9.47,20.63,3.344444444,11.2017,11.2017,11.2017,,,,,,,,,
1990,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,9,7,15.6,17.13,15.93,12.44,7.89,0,0,0,0,7.665555556,0,0,0,,,,,,,,,
1990,9,8,0,0,8.94,14.19,15.81,17.19,20.32,18.01,18,12.49555556,0.48371,0.48371,0.48371,,,,,,,,,
1990,9,9,23.56,24.83,25.02,24.77,25.01,25.64,29.02,32.91,33.82,27.17555556,14.4032,14.4032,14.4032,,,,,,,,,
1990,9,10,32.02,33.7,33.67,32.04,29.6,26,19.14,33.83,36,30.66666667,14.7412,14.7412,14.7412,,,,,,,,,
