Year,Month,Day,P116,P124,P134,P135,P146,sp_avrg,Bhola,Hatiya,Sandwip,obs,Bias_corrected,RMSE,MAE,PBIAS,,,,,
1990,1,1,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,month,obs,sim,scaling_factor
1990,1,2,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,1,1,-665999999.9,0.366689032,-1816252850
1990,1,3,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,2,2,-665999999.8,0.141121813,-4719327122
1990,1,4,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,3,3,-665999999.4,1.211171613,-549880786.8
1990,1,5,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,4,4,-665999998.6,1.751181333,-380314697.3
1990,1,6,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,5,5,-665999997.1,4.901089032,-135888165.4
1990,1,7,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,6,6,-665999996.5,14.05366933,-47389758.55
1990,1,8,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,7,7,-665999996.3,15.72694452,-42347704.33
1990,1,9,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,8,8,-665999996.9,18.94211871,-35159741.48
1990,1,10,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,9,9,-665999996.7,20.76228,-32077401.75
1990,1,11,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,10,10,-665999998.1,6.159432258,-108126848.4
1990,1,12,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,11,11,-665999999.8,1.85192,-359626765.6
1990,1,13,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,12,12,-666000000,0.394149677,-1689713421
1990,1,14,0,0,0,0,0,0,0.387854,-9.99E+08,-9.99E+08,-665999999.9,,,,,,,,,
1990,1,15,0,0,0,0,0,0,0.387854,-9.99E+08,-9.99E+08,-665999999.9,,,,,,,,,
1990,1,16,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,1,17,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,1,18,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,1,19,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,1,20,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,1,21,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,1,22,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,1,23,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,1,24,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,1,25,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,1,26,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,1,27,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,1,28,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,1,29,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,1,30,0,0,0,0,0,0,1.96913,-9.99E+08,-9.99E+08,-665999999.3,,,,,,,,,
1990,1,31,0,0,0,0,0,0,1.96913,-9.99E+08,-9.99E+08,-665999999.3,,,,,,,,,
1990,2,1,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,2,2,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,2,3,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,2,4,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,2,5,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,2,6,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,2,7,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,2,8,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,2,9,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,2,10,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,2,11,0,0,0,0,0,0,0.14465,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,2,12,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,2,13,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,2,14,0,0,0,0,0,0,1.29575,-9.99E+08,-9.99E+08,-665999999.6,,,,,,,,,
1990,2,15,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,2,16,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,2,17,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,2,18,0,0,0,0,0,0,36.6695,-9.99E+08,-9.99E+08,-665999987.8,,,,,,,,,
1990,2,19,0,0,0,0,0,0,0.251566,-9.99E+08,-9.99E+08,-665999999.9,,,,,,,,,
1990,2,20,0,0,0,0,0,0,0.686627,-9.99E+08,-9.99E+08,-665999999.8,,,,,,,,,
1990,2,21,0,0,0,0,0,0,0.806893,-9.99E+08,-9.99E+08,-665999999.7,,,,,,,,,
1990,2,22,18.47,0,15.56,5.83,0,7.972,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,2,23,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,2,24,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,2,25,0,0,0,0,0,0,1.12032,-9.99E+08,-9.99E+08,-665999999.6,,,,,,,,,
1990,2,26,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,2,27,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,2,28,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,3,1,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,3,2,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,3,3,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,3,4,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,3,5,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,3,6,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,3,7,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,3,8,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,3,9,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,3,10,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,3,11,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,3,12,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,3,13,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,3,14,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,3,15,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,3,16,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,3,17,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,3,18,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,3,19,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,3,20,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,3,21,0,0,0,0,0,0,0.236813,-9.99E+08,-9.99E+08,-665999999.9,,,,,,,,,
1990,3,22,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,3,23,0,0,0,0,0,0,15.9296,-9.99E+08,-9.99E+08,-665999994.7,,,,,,,,,
1990,3,24,0,0,0,0,0,0,32.3407,-9.99E+08,-9.99E+08,-665999989.2,,,,,,,,,
1990,3,25,0,0,0,0,0,0,34.8343,-9.99E+08,-9.99E+08,-665999988.4,,,,,,,,,
1990,3,26,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,3,27,0,0,0,0,0,0,8.38834,-9.99E+08,-9.99E+08,-665999997.2,,,,,,,,,
1990,3,28,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,3,29,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,3,30,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,3,31,0,0,0,0,0,0,22.6789,-9.99E+08,-9.99E+08,-665999992.4,,,,,,,,,
1990,4,1,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,4,2,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,4,3,0,0,0,0,0,0,16.5326,-9.99E+08,-9.99E+08,-665999994.5,,,,,,,,,
1990,4,4,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,4,5,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,4,6,0,0,0,0,0,0,4.717,-9.99E+08,-9.99E+08,-665999998.4,,,,,,,,,
1990,4,7,0,0,0,0,0,0,7.23147,-9.99E+08,-9.99E+08,-665999997.6,,,,,,,,,
1990,4,8,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,4,9,8.35,0,0,0,0,1.67,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,4,10,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,4,11,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,4,12,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,4,13,0,0,0,0,0,0,5.60682,-9.99E+08,-9.99E+08,-665999998.1,,,,,,,,,
1990,4,14,0,0,0,0,0,0,17.3025,-9.99E+08,-9.99E+08,-665999994.2,,,,,,,,,
1990,4,15,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,4,16,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,4,17,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,4,18,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,4,19,0,0,0,0,0,0,21.0396,-9.99E+08,-9.99E+08,-665999993,,,,,,,,,
1990,4,20,0,0,0,0,0,0,14.7482,-9.99E+08,-9.99E+08,-665999995.1,,,,,,,,,
1990,4,21,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,4,22,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,4,23,0,0,0,0,0,0,0.452345,-9.99E+08,-9.99E+08,-665999999.8,,,,,,,,,
1990,4,24,0,0,0,0,0,0,13.5588,-9.99E+08,-9.99E+08,-665999995.5,,,,,,,,,
1990,4,25,0,0,0,0,0,0,18.1765,-9.99E+08,-9.99E+08,-665999993.9,,,,,,,,,
1990,4,26,0,0,0,0,0,0,12.432,-9.99E+08,-9.99E+08,-665999995.9,,,,,,,,,
1990,4,27,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,4,28,0,0,0,0,0,0,21.6005,-9.99E+08,-9.99E+08,-665999992.8,,,,,,,,,
1990,4,29,0,0,14.55,2.47,0,3.404,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,4,30,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,5,1,0,0,9.12,0.28,0,1.88,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,5,2,0,0,0,0,0,0,6.43475,-9.99E+08,-9.99E+08,-665999997.9,,,,,,,,,
1990,5,3,0,0,0,0,0,0,3.40297,-9.99E+08,-9.99E+08,-665999998.9,,,,,,,,,
1990,5,4,0,0,0,0,0,0,12.0493,-9.99E+08,-9.99E+08,-665999996,,,,,,,,,
1990,5,5,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,5,6,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,5,7,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,5,8,0,0,0,0,12.57,2.514,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,5,9,0,0,0,0,4.56,0.912,0.0475288,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,5,10,0.38,0,0,0,0,0.076,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,5,11,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,5,12,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,5,13,0,0,0,0,0,0,19.9668,-9.99E+08,-9.99E+08,-665999993.3,,,,,,,,,
1990,5,14,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,5,15,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,5,16,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,5,17,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,5,18,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,5,19,0,0,0,0,0,0,27.6039,-9.99E+08,-9.99E+08,-665999990.8,,,,,,,,,
1990,5,20,0,0,0,0,9.23,1.846,44.0047,-9.99E+08,-9.99E+08,-665999985.3,,,,,,,,,
1990,5,21,0,17.49,0,0,16.68,6.834,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,5,22,0,0,0,0,0,0,11.2787,-9.99E+08,-9.99E+08,-665999996.2,,,,,,,,,
1990,5,23,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,5,24,0,0,0,0,0,0,1.20229,-9.99E+08,-9.99E+08,-665999999.6,,,,,,,,,
1990,5,25,0,0,0,0,0,0,46.9945,-9.99E+08,-9.99E+08,-665999984.3,,,,,,,,,
1990,5,26,0,0,9.92,0,0,1.984,3.17365,-9.99E+08,-9.99E+08,-665999998.9,,,,,,,,,
1990,5,27,10.35,12,17.08,18,19.7,15.426,9.40382,-9.99E+08,-9.99E+08,-665999996.9,,,,,,,,,
1990,5,28,17.49,17.9,12.83,12.57,7.23,13.604,5.07133,-9.99E+08,-9.99E+08,-665999998.3,,,,,,,,,
1990,5,29,0,0,0,0,0,0,26.7483,-9.99E+08,-9.99E+08,-665999991.1,,,,,,,,,
1990,5,30,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,5,31,0,0,0,0,0,0,29.2815,-9.99E+08,-9.99E+08,-665999990.2,,,,,,,,,
1990,6,1,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,6,2,37.84,37.68,41.14,39.49,37.91,38.812,3.30102,-9.99E+08,-9.99E+08,-665999998.9,,,,,,,,,
1990,6,3,48.49,50.71,69.55,59.08,60.35,57.636,29.8566,-9.99E+08,-9.99E+08,-665999990,,,,,,,,,
1990,6,4,32.52,41.84,64.53,52.96,60.17,50.404,16.8383,-9.99E+08,-9.99E+08,-665999994.4,,,,,,,,,
1990,6,5,59.43,65.42,97.08,82.75,82.17,77.37,8.50555,-9.99E+08,-9.99E+08,-665999997.2,,,,,,,,,
1990,6,6,73.29,73.2,109.65,99.03,88.34,88.702,15.1182,-9.99E+08,-9.99E+08,-665999995,,,,,,,,,
1990,6,7,61.72,67.27,72.71,71.68,77.48,70.172,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,6,8,48.59,49.56,53.83,54.26,54.99,52.246,21.462,-9.99E+08,-9.99E+08,-665999992.8,,,,,,,,,
1990,6,9,42.97,44.59,46.12,45.76,45.2,44.928,21.1556,-9.99E+08,-9.99E+08,-665999992.9,,,,,,,,,
1990,6,10,26.27,25.57,23.34,23.65,22.72,24.31,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,6,11,17.97,19.45,10.63,13.22,17.12,15.678,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,6,12,21.32,21.93,11.62,15.39,17.66,17.584,9.14242,-9.99E+08,-9.99E+08,-665999997,,,,,,,,,
1990,6,13,0,0,0,0,0,0,15.2449,-9.99E+08,-9.99E+08,-665999994.9,,,,,,,,,
1990,6,14,0,0,0,0,0,0,1.27066,-9.99E+08,-9.99E+08,-665999999.6,,,,,,,,,
1990,6,15,0,0,0,0,0,0,1.27267,-9.99E+08,-9.99E+08,-665999999.6,,,,,,,,,
1990,6,16,0,0,0,0,0,0,0.957039,-9.99E+08,-9.99E+08,-665999999.7,,,,,,,,,
1990,6,17,0,0,0,0,0,0,2.39218,-9.99E+08,-9.99E+08,-665999999.2,,,,,,,,,
1990,6,18,13.85,16.15,18,16.91,18.37,16.656,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,6,19,19.07,30.92,27.64,28.78,36.54,28.59,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,6,20,18.1,31.42,27.69,29.56,41.39,29.632,3.38016,-9.99E+08,-9.99E+08,-665999998.9,,,,,,,,,
1990,6,21,24.1,32.11,38.39,36,41.63,34.446,12.4244,-9.99E+08,-9.99E+08,-665999995.9,,,,,,,,,
1990,6,22,39.69,39.31,59.59,47.15,42.37,45.622,48.6769,-9.99E+08,-9.99E+08,-665999983.8,,,,,,,,,
1990,6,23,46.45,37.37,56.95,42.38,27.77,42.184,20.3942,-9.99E+08,-9.99E+08,-665999993.2,,,,,,,,,
1990,6,24,68.23,63.29,92.32,73.2,64.14,72.236,6.31822,-9.99E+08,-9.99E+08,-665999997.9,,,,,,,,,
1990,6,25,51.93,47.61,60.33,48.26,44.63,50.552,0.645832,-9.99E+08,-9.99E+08,-665999999.8,,,,,,,,,
1990,6,26,36.6,36.93,24.08,23.5,24.52,29.126,10.7489,-9.99E+08,-9.99E+08,-665999996.4,,,,,,,,,
1990,6,27,32.96,31.31,21.71,22.46,19.18,25.524,13.4816,-9.99E+08,-9.99E+08,-665999995.5,,,,,,,,,
1990,6,28,28.45,25.49,29.44,25.99,21.66,26.206,0.242117,-9.99E+08,-9.99E+08,-665999999.9,,,,,,,,,
1990,6,29,9.61,0,11.66,0,0,4.254,16.0224,-9.99E+08,-9.99E+08,-665999994.7,,,,,,,,,
1990,6,30,0,0,0,0,0,0,23.2612,-9.99E+08,-9.99E+08,-665999992.2,,,,,,,,,
1990,7,1,0,0,0,0,0,0,22.6168,-9.99E+08,-9.99E+08,-665999992.5,,,,,,,,,
1990,7,2,0,0,7.35,0,0,1.47,3.05282,-9.99E+08,-9.99E+08,-665999999,,,,,,,,,
1990,7,3,3.67,22.08,22.58,24.87,32.99,21.238,24.5643,-9.99E+08,-9.99E+08,-665999991.8,,,,,,,,,
1990,7,4,14.96,22.74,21.26,23.85,29.79,22.52,27.7642,-9.99E+08,-9.99E+08,-665999990.7,,,,,,,,,
1990,7,5,0,0,0,0,0,0,3.13556,-9.99E+08,-9.99E+08,-665999999,,,,,,,,,
1990,7,6,0,0,0,0,0,0,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,7,7,10.62,12.78,18.2,16.15,19.48,15.446,7.67526,-9.99E+08,-9.99E+08,-665999997.4,,,,,,,,,
1990,7,8,0,0,19.37,12.01,8.46,7.968,60.4353,-9.99E+08,-9.99E+08,-665999979.9,,,,,,,,,
1990,7,9,15.15,24.54,19.52,18.98,26.26,20.89,17.5367,-9.99E+08,-9.99E+08,-665999994.2,,,,,,,,,
1990,7,10,0,2.63,0,0,5.79,1.684,5.82611,-9.99E+08,-9.99E+08,-665999998.1,,,,,,,,,
1990,7,11,0,0,0,0,0,0,10.2011,-9.99E+08,-9.99E+08,-665999996.6,,,,,,,,,
1990,7,12,0.57,14.46,9.27,10.88,15.6,10.156,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,7,13,0,0,0,0,0,0,13.7276,-9.99E+08,-9.99E+08,-665999995.4,,,,,,,,,
1990,7,14,6.41,15.25,0,0,0,4.332,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,7,15,15.67,27.88,16.65,21.97,31.57,22.748,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,7,16,14.08,22.44,20.61,22.32,26.91,21.272,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,7,17,5.9,17.93,16.63,18.79,23.17,16.484,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,7,18,0,0,16.64,16.98,17.81,10.286,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,7,19,0,0,0.11,0.97,13.41,2.898,0.203519,-9.99E+08,-9.99E+08,-665999999.9,,,,,,,,,
1990,7,20,0,0,0,0,0,0,2.96793,-9.99E+08,-9.99E+08,-665999999,,,,,,,,,
1990,7,21,0,11.97,0,0,11.52,4.698,13.7802,-9.99E+08,-9.99E+08,-665999995.4,,,,,,,,,
1990,7,22,0,15.68,0,0,16.26,6.388,5.25204,-9.99E+08,-9.99E+08,-665999998.2,,,,,,,,,
1990,7,23,1.34,3.62,0,0,0,0.992,2.25497,-9.99E+08,-9.99E+08,-665999999.2,,,,,,,,,
1990,7,24,0,0,0,0,0,0,8.00104,-9.99E+08,-9.99E+08,-665999997.3,,,,,,,,,
1990,7,25,0,15,0,3.37,18,7.274,12.8438,-9.99E+08,-9.99E+08,-665999995.7,,,,,,,,,
1990,7,26,0,9.15,0,0,8.67,3.564,12.822,-9.99E+08,-9.99E+08,-665999995.7,,,,,,,,,
1990,7,27,0,0,0,0,0,0,38.2905,-9.99E+08,-9.99E+08,-665999987.2,,,,,,,,,
1990,7,28,0,0,0,0,0,0,36.2914,-9.99E+08,-9.99E+08,-665999987.9,,,,,,,,,
1990,7,29,19.42,24.16,18.49,18.72,21.97,20.552,9.95449,-9.99E+08,-9.99E+08,-665999996.7,,,,,,,,,
1990,7,30,19.85,21.02,20.14,18.68,16.94,19.326,5.5441,-9.99E+08,-9.99E+08,-665999998.2,,,,,,,,,
1990,7,31,21.57,20.76,16.42,16.39,10.94,17.216,16.7564,-9.99E+08,-9.99E+08,-665999994.4,,,,,,,,,
1990,8,1,20.52,17.88,7.55,9.23,0,11.036,23.8032,-9.99E+08,-9.99E+08,-665999992.1,,,,,,,,,
1990,8,2,0,0,0,0,0,0,3.28344,-9.99E+08,-9.99E+08,-665999998.9,,,,,,,,,
1990,8,3,0,0,0,0,1.53,0.306,19.8372,-9.99E+08,-9.99E+08,-665999993.4,,,,,,,,,
1990,8,4,11.28,19.97,11.05,14.68,20.16,15.428,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,8,5,9.91,17.4,5.17,9.52,15.97,11.594,19.5028,-9.99E+08,-9.99E+08,-665999993.5,,,,,,,,,
1990,8,6,3.43,15.67,12.19,13.5,17.67,12.492,5.08186,-9.99E+08,-9.99E+08,-665999998.3,,,,,,,,,
1990,8,7,4.57,23.47,25.26,27.69,34.56,23.11,10.7261,-9.99E+08,-9.99E+08,-665999996.4,,,,,,,,,
1990,8,8,0,19.21,23.31,23.72,28.76,19,0.103991,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,8,9,11.13,21.53,28.49,28.94,32.11,24.44,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,8,10,0,4.51,0,0,13.81,3.664,5.98436,-9.99E+08,-9.99E+08,-665999998,,,,,,,,,
1990,8,11,19.11,21.49,22.96,22.64,24.82,22.204,7.71435,-9.99E+08,-9.99E+08,-665999997.4,,,,,,,,,
1990,8,12,0,0,14.78,14.8,17.47,9.41,2.10812,-9.99E+08,-9.99E+08,-665999999.3,,,,,,,,,
1990,8,13,0,0,11.61,0,0,2.322,3.01455,-9.99E+08,-9.99E+08,-665999999,,,,,,,,,
1990,8,14,0,0,0,0,0,0,1.21499,-9.99E+08,-9.99E+08,-665999999.6,,,,,,,,,
1990,8,15,0,0,0,0,0,0,0.173581,-9.99E+08,-9.99E+08,-665999999.9,,,,,,,,,
1990,8,16,0,11.48,0,0,13.89,5.074,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,8,17,12.39,17.93,14.85,14,18.13,15.46,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,8,18,12.58,17.79,0.66,5.34,14.31,10.136,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,8,19,6.64,18.52,0,4.55,18.04,9.55,5.72759,-9.99E+08,-9.99E+08,-665999998.1,,,,,,,,,
1990,8,20,0,0,0,0,0,0,0.929766,-9.99E+08,-9.99E+08,-665999999.7,,,,,,,,,
1990,8,21,12.06,17.23,16.27,16.36,19.59,16.302,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,8,22,12.46,22.5,5.24,11,20.24,14.288,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,8,23,0,2.33,7.57,0.42,2.63,2.59,0.123292,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,8,24,10.74,14.89,15.56,14.29,17.13,14.522,0.450221,-9.99E+08,-9.99E+08,-665999999.8,,,,,,,,,
1990,8,25,0,20.7,6.21,11.81,21.84,12.112,41.1615,-9.99E+08,-9.99E+08,-665999986.3,,,,,,,,,
1990,8,26,22.62,34.64,37.39,38.99,47.64,36.256,7.24068,-9.99E+08,-9.99E+08,-665999997.6,,,,,,,,,
1990,8,27,15.14,18.89,17.62,18.36,19.49,17.9,8.55051,-9.99E+08,-9.99E+08,-665999997.1,,,,,,,,,
1990,8,28,15.66,18.32,20.5,21.36,21.64,19.496,0.754771,-9.99E+08,-9.99E+08,-665999999.7,,,,,,,,,
1990,8,29,10.19,16.24,19.75,19.38,22.03,17.518,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
1990,8,30,17.32,18.48,21.92,20.62,19.5,19.568,0,-9.99E+08,-9.99E+08,-666000000,,,,,,,,,
