Year,Month,Day,P136,sp_avrg,Chandpur,Mcourt,obs,Bias_corrected,RMSE,MAE,PBIAS,,,,,
1990,1,1,0,0,0,0,0,,,,,,month,obs,sim,scaling_factor
1990,1,2,0,0,0,0,0,,,,,1,1,0.279719864,0.39483871,0.708440833
1990,1,3,0,0,0,0,0,,,,,2,2,0.731312404,0.087507082,8.357179627
1990,1,4,0,0,0,0,0,,,,,3,3,1.51605461,1.089458065,1.391567661
1990,1,5,0,0,0,0,0,,,,,4,4,4.922941678,1.599133333,3.078506073
1990,1,6,0,0,0,0,0,,,,,5,5,9.276707507,4.925367742,1.883454798
1990,1,7,0,0,0,0,0,,,,,6,6,15.59105602,14.26858667,1.092683977
1990,1,8,0,0,0,0,0,,,,,7,7,15.83027681,15.71051613,1.007622963
1990,1,9,0,0,0,0,0,,,,,8,8,12.52926249,19.81390968,0.632346805
1990,1,10,0,0,0,0,0,,,,,9,9,10.51367158,20.50936,0.51262797
1990,1,11,0,0,0,0,0,,,,,10,10,4.8167294,5.037819355,0.956113957
1990,1,12,0,0,0,0,0,,,,,11,11,0.41659955,1.7592,0.236811932
1990,1,13,0,0,0,0,0,,,,,12,12,0.059300562,0.320387097,0.185090358
1990,1,14,0,0,0.387854,0,0.193927,,,,,,,,,
1990,1,15,0,0,0.387854,0,0.193927,,,,,,,,,
1990,1,16,0,0,0,0,0,,,,,,,,,
1990,1,17,0,0,0,0,0,,,,,,,,,
1990,1,18,0,0,0,0,0,,,,,,,,,
1990,1,19,0,0,0,0,0,,,,,,,,,
1990,1,20,0,0,0,0,0,,,,,,,,,
1990,1,21,0,0,0,0,0,,,,,,,,,
1990,1,22,0,0,0,0,0,,,,,,,,,
1990,1,23,0,0,0,3.38726,1.69363,,,,,,,,,
1990,1,24,0,0,0,0,0,,,,,,,,,
1990,1,25,0,0,0,0,0,,,,,,,,,
1990,1,26,0,0,0,0,0,,,,,,,,,
1990,1,27,0,0,0,0,0,,,,,,,,,
1990,1,28,0,0,0,5.33796,2.66898,,,,,,,,,
1990,1,29,0,0,0,0,0,,,,,,,,,
1990,1,30,0,0,1.96913,0,0.984565,,,,,,,,,
1990,1,31,0,0,1.96913,0,0.984565,,,,,,,,,
1990,2,1,0,0,0,0,0,,,,,,,,,
1990,2,2,0,0,0,0,0,,,,,,,,,
1990,2,3,0,0,0,0,0,,,,,,,,,
1990,2,4,0,0,0,0,0,,,,,,,,,
1990,2,5,0,0,0,27.8738,13.9369,,,,,,,,,
1990,2,6,0,0,0,0,0,,,,,,,,,
1990,2,7,0,0,0,0,0,,,,,,,,,
1990,2,8,0,0,0,0,0,,,,,,,,,
1990,2,9,0,0,0,0,0,,,,,,,,,
1990,2,10,0,0,0,0,0,,,,,,,,,
1990,2,11,0,0,0.14465,0,0.072325,,,,,,,,,
1990,2,12,0,0,0,0,0,,,,,,,,,
1990,2,13,0,0,0,0,0,,,,,,,,,
1990,2,14,0,0,1.29575,0,0.647875,,,,,,,,,
1990,2,15,0,0,0,0,0,,,,,,,,,
1990,2,16,0,0,0,0,0,,,,,,,,,
1990,2,17,0,0,0,0,0,,,,,,,,,
1990,2,18,0,0,36.6695,1.23112,18.95031,,,,,,,,,
1990,2,19,0,0,0.251566,0,0.125783,,,,,,,,,
1990,2,20,0,0,0.686627,0,0.3433135,,,,,,,,,
1990,2,21,0,0,0.806893,0,0.4034465,,,,,,,,,
1990,2,22,0,0,0,9.43001,4.715005,,,,,,,,,
1990,2,23,0,0,0,0,0,,,,,,,,,
1990,2,24,0,0,0,0,0,,,,,,,,,
1990,2,25,0,0,1.12032,0,0.56016,,,,,,,,,
1990,2,26,0,0,0,0,0,,,,,,,,,
1990,2,27,0,0,0,0,0,,,,,,,,,
1990,2,28,0,0,0,0,0,,,,,,,,,
1990,3,1,0,0,0,0,0,,,,,,,,,
1990,3,2,0,0,0,0,0,,,,,,,,,
1990,3,3,0,0,0,0,0,,,,,,,,,
1990,3,4,0,0,0,0,0,,,,,,,,,
1990,3,5,0,0,0,0,0,,,,,,,,,
1990,3,6,0,0,0,0,0,,,,,,,,,
1990,3,7,0,0,0,0,0,,,,,,,,,
1990,3,8,0,0,0,0,0,,,,,,,,,
1990,3,9,0,0,0,0,0,,,,,,,,,
1990,3,10,0,0,0,0,0,,,,,,,,,
1990,3,11,0,0,0,0,0,,,,,,,,,
1990,3,12,0,0,0,0,0,,,,,,,,,
1990,3,13,0,0,0,0,0,,,,,,,,,
1990,3,14,0,0,0,0,0,,,,,,,,,
1990,3,15,0,0,0,0,0,,,,,,,,,
1990,3,16,0,0,0,0,0,,,,,,,,,
1990,3,17,0,0,0,0,0,,,,,,,,,
1990,3,18,0,0,0,0,0,,,,,,,,,
1990,3,19,0,0,0,0.923219,0.4616095,,,,,,,,,
1990,3,20,0,0,0,12.6457,6.32285,,,,,,,,,
1990,3,21,0,0,0.236813,0,0.1184065,,,,,,,,,
1990,3,22,0,0,0,0,0,,,,,,,,,
1990,3,23,0,0,15.9296,0,7.9648,,,,,,,,,
1990,3,24,0,0,32.3407,39.7991,36.0699,,,,,,,,,
1990,3,25,0,0,34.8343,2.27424,18.55427,,,,,,,,,
1990,3,26,0,0,0,0,0,,,,,,,,,
1990,3,27,0,0,8.38834,2.70265,5.545495,,,,,,,,,
1990,3,28,0,0,0,0,0,,,,,,,,,
1990,3,29,0,0,0,0,0,,,,,,,,,
1990,3,30,0,0,0,0,0,,,,,,,,,
1990,3,31,0,0,22.6789,0,11.33945,,,,,,,,,
1990,4,1,0,0,0,0,0,,,,,,,,,
1990,4,2,0,0,0,0,0,,,,,,,,,
1990,4,3,0,0,16.5326,0,8.2663,,,,,,,,,
1990,4,4,0,0,0,2.01293,1.006465,,,,,,,,,
1990,4,5,0,0,0,1.96056,0.98028,,,,,,,,,
1990,4,6,0,0,4.717,1.39819,3.057595,,,,,,,,,
1990,4,7,0,0,7.23147,0,3.615735,,,,,,,,,
1990,4,8,0,0,0,0,0,,,,,,,,,
1990,4,9,0,0,0,0,0,,,,,,,,,
1990,4,10,0,0,0,0,0,,,,,,,,,
1990,4,11,0,0,0,0,0,,,,,,,,,
1990,4,12,0,0,0,0,0,,,,,,,,,
1990,4,13,0,0,5.60682,42.7916,24.19921,,,,,,,,,
1990,4,14,0,0,17.3025,0,8.65125,,,,,,,,,
1990,4,15,0,0,0,0,0,,,,,,,,,
1990,4,16,0,0,0,37.9376,18.9688,,,,,,,,,
1990,4,17,0,0,0,0,0,,,,,,,,,
1990,4,18,0,0,0,0.814485,0.4072425,,,,,,,,,
1990,4,19,0,0,21.0396,0,10.5198,,,,,,,,,
1990,4,20,0,0,14.7482,0,7.3741,,,,,,,,,
1990,4,21,0,0,0,0,0,,,,,,,,,
1990,4,22,0,0,0,0,0,,,,,,,,,
1990,4,23,0,0,0.452345,1.19545,0.8238975,,,,,,,,,
1990,4,24,0,0,13.5588,0,6.7794,,,,,,,,,
1990,4,25,0,0,18.1765,6.21603,12.196265,,,,,,,,,
1990,4,26,0,0,12.432,0,6.216,,,,,,,,,
1990,4,27,0,0,0,0,0,,,,,,,,,
1990,4,28,0,0,21.6005,25.1183,23.3594,,,,,,,,,
1990,4,29,0,0,0,5.27489,2.637445,,,,,,,,,
1990,4,30,0,0,0,32.7693,16.38465,,,,,,,,,
1990,5,1,0,0,0,0.965788,0.482894,,,,,,,,,
1990,5,2,0,0,6.43475,0,3.217375,,,,,,,,,
1990,5,3,0,0,3.40297,43.9311,23.667035,,,,,,,,,
1990,5,4,0,0,12.0493,38.1154,25.08235,,,,,,,,,
1990,5,5,0,0,0,0,0,,,,,,,,,
1990,5,6,0,0,0,13.9583,6.97915,,,,,,,,,
1990,5,7,0,0,0,0,0,,,,,,,,,
1990,5,8,7.97,7.97,0,0,0,,,,,,,,,
1990,5,9,0,0,0.0475288,0,0.0237644,,,,,,,,,
1990,5,10,0,0,0,0,0,,,,,,,,,
1990,5,11,0,0,0,0,0,,,,,,,,,
1990,5,12,0,0,0,41.892,20.946,,,,,,,,,
1990,5,13,0,0,19.9668,15.3982,17.6825,,,,,,,,,
1990,5,14,0,0,0,0,0,,,,,,,,,
1990,5,15,0,0,0,0,0,,,,,,,,,
1990,5,16,0,0,0,0,0,,,,,,,,,
1990,5,17,0,0,0,0,0,,,,,,,,,
1990,5,18,0,0,0,0,0,,,,,,,,,
1990,5,19,0,0,27.6039,0.682033,14.1429665,,,,,,,,,
1990,5,20,6.02,6.02,44.0047,0,22.00235,,,,,,,,,
1990,5,21,17.13,17.13,0,0,0,,,,,,,,,
1990,5,22,0,0,11.2787,0,5.63935,,,,,,,,,
1990,5,23,0,0,0,0,0,,,,,,,,,
1990,5,24,0,0,1.20229,0,0.601145,,,,,,,,,
1990,5,25,0,0,46.9945,0,23.49725,,,,,,,,,
1990,5,26,0,0,3.17365,0,1.586825,,,,,,,,,
1990,5,27,16.86,16.86,9.40382,41.5074,25.45561,,,,,,,,,
1990,5,28,14.32,14.32,5.07133,3.56446,4.317895,,,,,,,,,
1990,5,29,0,0,26.7483,0,13.37415,,,,,,,,,
1990,5,30,0,0,0,0,0,,,,,,,,,
1990,5,31,0,0,29.2815,63.8163,46.5489,,,,,,,,,
1990,6,1,0,0,0,3.82469,1.912345,,,,,,,,,
1990,6,2,38.69,38.69,3.30102,11.2525,7.27676,,,,,,,,,
1990,6,3,55.51,55.51,29.8566,41.2542,35.5554,,,,,,,,,
1990,6,4,50.15,50.15,16.8383,37.8805,27.3594,,,,,,,,,
1990,6,5,74.03,74.03,8.50555,36.234,22.369775,,,,,,,,,
1990,6,6,83.07,83.07,15.1182,42.2669,28.69255,,,,,,,,,
1990,6,7,73.03,73.03,0,40.4537,20.22685,,,,,,,,,
1990,6,8,52.54,52.54,21.462,56.951,39.2065,,,,,,,,,
1990,6,9,45.31,45.31,21.1556,0.626791,10.8911955,,,,,,,,,
1990,6,10,24.68,24.68,0,8.77359,4.386795,,,,,,,,,
1990,6,11,18.37,18.37,0,0,0,,,,,,,,,
1990,6,12,20.09,20.09,9.14242,31.7747,20.45856,,,,,,,,,
1990,6,13,0,0,15.2449,0.426897,7.8358985,,,,,,,,,
1990,6,14,0,0,1.27066,27.0724,14.17153,,,,,,,,,
1990,6,15,0,0,1.27267,13.2859,7.279285,,,,,,,,,
1990,6,16,0,0,0.957039,30.8736,15.9153195,,,,,,,,,
1990,6,17,0,0,2.39218,25.1766,13.78439,,,,,,,,,
1990,6,18,17.48,17.48,0,14.2299,7.11495,,,,,,,,,
1990,6,19,34.07,34.07,0,12.9421,6.47105,,,,,,,,,
1990,6,20,36.74,36.74,3.38016,35.9499,19.66503,,,,,,,,,
1990,6,21,37.19,37.19,12.4244,57.8859,35.15515,,,,,,,,,
1990,6,22,41.49,41.49,48.6769,93.5737,71.1253,,,,,,,,,
1990,6,23,33.32,33.32,20.3942,0,10.1971,,,,,,,,,
1990,6,24,65.18,65.18,6.31822,0,3.15911,,,,,,,,,
1990,6,25,46.94,46.94,0.645832,0,0.322916,,,,,,,,,
1990,6,26,31.8,31.8,10.7489,7.37902,9.06396,,,,,,,,,
1990,6,27,26.25,26.25,13.4816,18.5418,16.0117,,,,,,,,,
1990,6,28,24.13,24.13,0.242117,9.20265,4.7223835,,,,,,,,,
1990,6,29,0,0,16.0224,6.55411,11.288255,,,,,,,,,
1990,6,30,0,0,23.2612,40.7024,31.9818,,,,,,,,,
1990,7,1,0,0,22.6168,0,11.3084,,,,,,,,,
1990,7,2,0,0,3.05282,24.808,13.93041,,,,,,,,,
1990,7,3,28.47,28.47,24.5643,17.338,20.95115,,,,,,,,,
1990,7,4,27.05,27.05,27.7642,36.6834,32.2238,,,,,,,,,
1990,7,5,0,0,3.13556,24.1069,13.62123,,,,,,,,,
1990,7,6,0,0,0,24.9809,12.49045,,,,,,,,,
1990,7,7,16.95,16.95,7.67526,19.1683,13.42178,,,,,,,,,
1990,7,8,0,0,60.4353,0,30.21765,,,,,,,,,
1990,7,9,25.91,25.91,17.5367,9.27725,13.406975,,,,,,,,,
1990,7,10,4.06,4.06,5.82611,7.45296,6.639535,,,,,,,,,
1990,7,11,0,0,10.2011,23.2816,16.74135,,,,,,,,,
1990,7,12,15.33,15.33,0,32.7703,16.38515,,,,,,,,,
1990,7,13,0,0,13.7276,0,6.8638,,,,,,,,,
1990,7,14,10.42,10.42,0,0,0,,,,,,,,,
1990,7,15,30.49,30.49,0,4.91492,2.45746,,,,,,,,,
1990,7,16,25.25,25.25,0,4.52973,2.264865,,,,,,,,,
1990,7,17,21.01,21.01,0,35.533,17.7665,,,,,,,,,
1990,7,18,14.17,14.17,0,0,0,,,,,,,,,
1990,7,19,5.13,5.13,0.203519,21.9744,11.0889595,,,,,,,,,
1990,7,20,0,0,2.96793,24.6128,13.790365,,,,,,,,,
1990,7,21,12.03,12.03,13.7802,27.381,20.5806,,,,,,,,,
1990,7,22,16.13,16.13,5.25204,10.0976,7.67482,,,,,,,,,
1990,7,23,0,0,2.25497,26.3177,14.286335,,,,,,,,,
1990,7,24,0,0,8.00104,17.135,12.56802,,,,,,,,,
1990,7,25,16.85,16.85,12.8438,17.7526,15.2982,,,,,,,,,
1990,7,26,8.87,8.87,12.822,34.0025,23.41225,,,,,,,,,
1990,7,27,0,0,38.2905,54.5756,46.43305,,,,,,,,,
1990,7,28,0,0,36.2914,15.5851,25.93825,,,,,,,,,
1990,7,29,23.43,23.43,9.95449,23.0804,16.517445,,,,,,,,,
1990,7,30,19.12,19.12,5.5441,2.01251,3.778305,,,,,,,,,
1990,7,31,16.9,16.9,16.7564,29.8191,23.28775,,,,,,,,,
1990,8,1,8.53,8.53,23.8032,21.6286,22.7159,,,,,,,,,
1990,8,2,0,0,3.28344,36.8027,20.04307,,,,,,,,,
1990,8,3,0,0,19.8372,0,9.9186,,,,,,,,,
1990,8,4,20.29,20.29,0,0,0,,,,,,,,,
1990,8,5,16.8,16.8,19.5028,62.0829,40.79285,,,,,,,,,
1990,8,6,16.93,16.93,5.08186,0,2.54093,,,,,,,,,
1990,8,7,29.75,29.75,10.7261,1.86341,6.294755,,,,,,,,,
1990,8,8,24.76,24.76,0.103991,66.8448,33.4743955,,,,,,,,,
1990,8,9,27.78,27.78,0,35.7368,17.8684,,,,,,,,,
1990,8,10,11.33,11.33,5.98436,37.2272,21.60578,,,,,,,,,
1990,8,11,23.56,23.56,7.71435,18.6645,13.189425,,,,,,,,,
1990,8,12,13.77,13.77,2.10812,3.99719,3.052655,,,,,,,,,
1990,8,13,0,0,3.01455,0,1.507275,,,,,,,,,
1990,8,14,0,0,1.21499,10.3602,5.787595,,,,,,,,,
1990,8,15,0,0,0.173581,3.54979,1.8616855,,,,,,,,,
1990,8,16,13.18,13.18,0,5.95195,2.975975,,,,,,,,,
1990,8,17,18.13,18.13,0,5.00258,2.50129,,,,,,,,,
1990,8,18,16.26,16.26,0,0,0,,,,,,,,,
1990,8,19,18.34,18.34,5.72759,0,2.863795,,,,,,,,,
1990,8,20,0,0,0.929766,0,0.464883,,,,,,,,,
1990,8,21,18.48,18.48,0,8.50484,4.25242,,,,,,,,,
1990,8,22,21.57,21.57,0,5.90545,2.952725,,,,,,,,,
1990,8,23,2.44,2.44,0.123292,41.0043,20.563796,,,,,,,,,
1990,8,24,16.36,16.36,0.450221,41.6378,21.0440105,,,,,,,,,
1990,8,25,21.65,21.65,41.1615,66.1593,53.6604,,,,,,,,,
1990,8,26,41.66,41.66,7.24068,24.4236,15.83214,,,,,,,,,
1990,8,27,19.33,19.33,8.55051,0,4.275255,,,,,,,,,
1990,8,28,20.34,20.34,0.754771,20.1424,10.4485855,,,,,,,,,
1990,8,29,19.74,19.74,0,0,0,,,,,,,,,
1990,8,30,19.07,19.07,0,0,0,,,,,,,,,
1990,8,31,0,0,2.93279,0,1.466395,,,,,,,,,
1990,9,1,0,0,21.6721,17.8228,19.74745,,,,,,,,,
1990,9,2,0,0,9.71766,18.4897,14.10368,,,,,,,,,
1990,9,3,0,0,4.73678,16.2686,10.50269,,,,,,,,,
1990,9,4,0,0,15.7858,0,7.8929,,,,,,,,,
1990,9,5,0,0,11.2017,9.48162,10.34166,,,,,,,,,
1990,9,6,0,0,0,1.63584,0.81792,,,,,,,,,
1990,9,7,27.33,27.33,0,2.00887,1.004435,,,,,,,,,
1990,9,8,27.06,27.06,0.48371,21.6538,11.068755,,,,,,,,,
1990,9,9,26.53,26.53,14.4032,41.132,27.7676,,,,,,,,,
1990,9,10,29.04,29.04,14.7412,5.84851,10.294855,,,,,,,,,
1990,9,11,0,0,0.607216,0,0.303608,,,,,,,,,
1990,9,12,0,0,12.5677,18.559,15.56335,,,,,,,,,
1990,9,13,0,0,0,0.25427,0.127135,,,,,,,,,
1990,9,14,17.48,17.48,0,0,0,,,,,,,,,
1990,9,15,14.13,14.13,0,34.244,17.122,,,,,,,,,
1990,9,16,19,19,10.9494,70.7885,40.86895,,,,,,,,,
1990,9,17,10.23,10.23,20.0624,32.6205,26.34145,,,,,,,,,
1990,9,18,24.59,24.59,2.05572,0,1.02786,,,,,,,,,
1990,9,19,27.22,27.22,0,0,0,,,,,,,,,
1990,9,20,36.83,36.83,3.32855,0,1.664275,,,,,,,,,
1990,9,21,25.8,25.8,0,0,0,,,,,,,,,
1990,9,22,23.54,23.54,0,26.3508,13.1754,,,,,,,,,
1990,9,23,20.97,20.97,1.41083,56.4254,28.918115,,,,,,,,,
1990,9,24,15.58,15.58,7.05002,47.1932,27.12161,,,,,,,,,
1990,9,25,9.47,9.47,6.78937,0,3.394685,,,,,,,,,
1990,9,26,14.8,14.8,13.363,2.41417,7.888585,,,,,,,,,
1990,9,27,14.01,14.01,30.707,45.2651,37.98605,,,,,,,,,
1990,9,28,0,0,25.2026,12.5912,18.8969,,,,,,,,,
1990,9,29,0,0,14.8948,0,7.4474,,,,,,,,,
1990,9,30,7.14,7.14,11.5243,0,5.76215,,,,,,,,,
1990,10,1,15.51,15.51,0.256249,2.03635,1.1462995,,,,,,,,,
1990,10,2,11.23,11.23,2.7973,0,1.39865,,,,,,,,,
1990,10,3,16.61,16.61,16.412,0,8.206,,,,,,,,,
1990,10,4,20.53,20.53,0,0,0,,,,,,,,,
1990,10,5,27.19,27.19,0.659945,0,0.3299725,,,,,,,,,
1990,10,6,30.77,30.77,0,0,0,,,,,,,,,
1990,10,7,12.06,12.06,16.0185,22.816,19.41725,,,,,,,,,
1990,10,8,18.23,18.23,48.075,116.475,82.275,,,,,,,,,
1990,10,9,16.71,16.71,43.3241,55.7229,49.5235,,,,,,,,,
1990,10,10,29.13,29.13,0,0,0,,,,,,,,,
1990,10,11,33.2,33.2,0,0,0,,,,,,,,,
1990,10,12,30.6,30.6,0,0,0,,,,,,,,,
1990,10,13,11.68,11.68,0.87358,0,0.43679,,,,,,,,,
1990,10,14,0,0,0,0,0,,,,,,,,,
1990,10,15,0,0,0,0,0,,,,,,,,,
1990,10,16,0,0,0,0,0,,,,,,,,,
1990,10,17,0,0,0,0,0,,,,,,,,,
1990,10,18,0,0,0,0,0,,,,,,,,,
1990,10,19,0,0,0,0,0,,,,,,,,,
1990,10,20,0,0,0,0,0,,,,,,,,,
1990,10,21,0,0,0,0,0,,,,,,,,,
1990,10,22,0,0,0,0,0,,,,,,,,,
1990,10,23,0,0,0,0,0,,,,,,,,,
1990,10,24,0,0,0,0,0,,,,,,,,,
1990,10,25,0,0,0,0,0,,,,,,,,,
1990,10,26,0,0,0,0,0,,,,,,,,,
1990,10,27,0,0,0,0,0,,,,,,,,,
1990,10,28,20.13,20.13,0,0,0,,,,,,,,,
1990,10,29,49.06,49.06,0,0,0,,,,,,,,,
1990,10,30,21.39,21.39,0,0,0,,,,,,,,,
1990,10,31,15.41,15.41,0,0,0,,,,,,,,,
1990,11,1,0,0,0,0,0,,,,,,,,,
1990,11,2,0,0,0.779388,2.60461,1.691999,,,,,,,,,
1990,11,3,0,0,24.0421,0.499584,12.270842,,,,,,,,,
1990,11,4,0,0,33.8322,0,16.9161,,,,,,,,,
1990,11,5,0,0,0,0.983484,0.491742,,,,,,,,,
1990,11,6,0,0,0.471316,0,0.235658,,,,,,,,,
1990,11,7,0,0,0,0.966895,0.4834475,,,,,,,,,
1990,11,8,13.53,13.53,0,0.524739,0.2623695,,,,,,,,,
1990,11,9,0,0,0,0,0,,,,,,,,,
1990,11,10,0,0,0,0,0,,,,,,,,,
1990,11,11,0,0,0,0,0,,,,,,,,,
1990,11,12,0,0,0,0,0,,,,,,,,,
1990,11,13,0,0,0,0,0,,,,,,,,,
1990,11,14,0,0,0,0,0,,,,,,,,,
1990,11,15,0,0,0,0,0,,,,,,,,,
1990,11,16,0,0,0,0,0,,,,,,,,,
1990,11,17,0,0,0,0,0,,,,,,,,,
1990,11,18,0,0,0,0,0,,,,,,,,,
1990,11,19,0,0,0,0,0,,,,,,,,,
1990,11,20,0,0,0,0,0,,,,,,,,,
1990,11,21,0,0,0,0,0,,,,,,,,,
1990,11,22,0,0,0,0,0,,,,,,,,,
1990,11,23,0,0,0,0,0,,,,,,,,,
1990,11,24,0,0,0,0,0,,,,,,,,,
1990,11,25,0,0,0,0,0,,,,,,,,,
1990,11,26,0,0,0,0,0,,,,,,,,,
1990,11,27,0,0,0,0,0,,,,,,,,,
1990,11,28,0,0,0,0,0,,,,,,,,,
1990,11,29,0,0,0,0,0,,,,,,,,,
1990,11,30,0,0,0,0,0,,,,,,,,,
1990,12,1,0,0,0,0,0,,,,,,,,,
1990,12,2,0,0,0,0,0,,,,,,,,,
1990,12,3,0,0,0,0,0,,,,,,,,,
1990,12,4,0,0,0,0,0,,,,,,,,,
1990,12,5,0,0,0,0,0,,,,,,,,,
1990,12,6,0,0,0,0,0,,,,,,,,,
1990,12,7,0,0,0,0,0,,,,,,,,,
1990,12,8,0,0,0,0,0,,,,,,,,,
1990,12,9,0,0,1.20011,0,0.600055,,,,,,,,,
1990,12,10,0,0,0,0,0,,,,,,,,,
1990,12,11,0,0,0,0,0,,,,,,,,,
1990,12,12,0,0,0,0,0,,,,,,,,,
1990,12,13,0,0,0,0,0,,,,,,,,,
1990,12,14,0,0,0,0,0,,,,,,,,,
1990,12,15,0,0,2.95992,0,1.47996,,,,,,,,,
1990,12,16,0,0,0,0,0,,,,,,,,,
1990,12,17,0,0,4.26512,0.286594,2.275857,,,,,,,,,
1990,12,18,0,0,0.12223,0,0.061115,,,,,,,,,
1990,12,19,0,0,0,0,0,,,,,,,,,
1990,12,20,0,0,0,0,0,,,,,,,,,
1990,12,21,0,0,0,0,0,,,,,,,,,
1990,12,22,0,0,0,0,0,,,,,,,,,
1990,12,23,0,0,0,0,0,,,,,,,,,
1990,12,24,0,0,0,0,0,,,,,,,,,
1990,12,25,0,0,0,0,0,,,,,,,,,
1990,12,26,0,0,0,0,0,,,,,,,,,
1990,12,27,0,0,0,0,0,,,,,,,,,
1990,12,28,0,0,0,0,0,,,,,,,,,
1990,12,29,0,0,0,0,0,,,,,,,,,
1990,12,30,0,0,0,0.39369,0.196845,,,,,,,,,
1990,12,31,0,0,0,0,0,,,,,,,,,
1991,1,1,0,0,0.0166266,0,0.0083133,,,,,,,,,
1991,1,2,0,0,0.233309,10.0882,5.1607545,,,,,,,,,
1991,1,3,0,0,8.53582,1.52046,5.02814,,,,,,,,,
1991,1,4,0,0,0,0,0,,,,,,,,,
1991,1,5,0,0,0,0,0,,,,,,,,,
1991,1,6,0,0,0,0,0,,,,,,,,,
1991,1,7,0,0,0,0,0,,,,,,,,,
1991,1,8,0,0,0,0.0908913,0.04544565,,,,,,,,,
1991,1,9,0,0,0,0,0,,,,,,,,,
1991,1,10,0,0,0,0,0,,,,,,,,,
1991,1,11,0,0,0,0,0,,,,,,,,,
1991,1,12,0,0,0.93648,0,0.46824,,,,,,,,,
1991,1,13,0,0,4.89935,0,2.449675,,,,,,,,,
1991,1,14,0,0,0,0,0,,,,,,,,,
1991,1,15,0,0,0,0.206058,0.103029,,,,,,,,,
1991,1,16,0,0,0,0,0,,,,,,,,,
1991,1,17,0,0,0,0,0,,,,,,,,,
1991,1,18,0,0,0,0,0,,,,,,,,,
1991,1,19,0,0,0,0,0,,,,,,,,,
1991,1,20,0,0,0,0,0,,,,,,,,,
1991,1,21,0,0,0,0,0,,,,,,,,,
1991,1,22,0,0,0,0,0,,,,,,,,,
1991,1,23,0,0,0,0,0,,,,,,,,,
1991,1,24,0,0,0,0,0,,,,,,,,,
1991,1,25,0,0,0,0,0,,,,,,,,,
1991,1,26,0,0,0,0,0,,,,,,,,,
1991,1,27,0,0,0,0,0,,,,,,,,,
1991,1,28,0,0,0,0,0,,,,,,,,,
1991,1,29,0,0,0,0,0,,,,,,,,,
1991,1,30,0,0,0,0.123884,0.061942,,,,,,,,,
1991,1,31,0,0,0,0.603078,0.301539,,,,,,,,,
1991,2,1,0,0,0,3.15956,1.57978,,,,,,,,,
1991,2,2,0,0,0,0,0,,,,,,,,,
1991,2,3,0,0,0,0,0,,,,,,,,,
1991,2,4,0,0,11.5612,0.173513,5.8673565,,,,,,,,,
1991,2,5,0,0,0,0,0,,,,,,,,,
1991,2,6,0,0,0,0,0,,,,,,,,,
1991,2,7,0,0,0,0,0,,,,,,,,,
1991,2,8,0,0,0,0,0,,,,,,,,,
1991,2,9,0,0,0,0,0,,,,,,,,,
1991,2,10,0,0,0,0,0,,,,,,,,,
1991,2,11,0,0,0,0.137902,0.068951,,,,,,,,,
1991,2,12,0,0,0,0,0,,,,,,,,,
1991,2,13,0,0,0,0,0,,,,,,,,,
1991,2,14,0,0,0,0,0,,,,,,,,,
1991,2,15,0,0,0,0,0,,,,,,,,,
1991,2,16,0,0,0,0,0,,,,,,,,,
1991,2,17,0,0,0,0,0,,,,,,,,,
1991,2,18,0,0,0,0,0,,,,,,,,,
1991,2,19,0,0,0,0,0,,,,,,,,,
1991,2,20,0,0,0,0,0,,,,,,,,,
1991,2,21,0,0,0,0,0,,,,,,,,,
1991,2,22,0,0,0,0,0,,,,,,,,,
1991,2,23,0,0,0,0,0,,,,,,,,,
1991,2,24,0,0,0,0,0,,,,,,,,,
1991,2,25,0,0,0,0,0,,,,,,,,,
1991,2,26,0,0,0,3.00006,1.50003,,,,,,,,,
1991,2,27,0,0,0,7.86728,3.93364,,,,,,,,,
1991,2,28,0,0,11.2665,6.58697,8.926735,,,,,,,,,
1991,3,1,0,0,0.646679,4.27184,2.4592595,,,,,,,,,
1991,3,2,0,0,0,0,0,,,,,,,,,
1991,3,3,0,0,0,0,0,,,,,,,,,
1991,3,4,0,0,0,0,0,,,,,,,,,
1991,3,5,0,0,0,0,0,,,,,,,,,
1991,3,6,0,0,0.0434332,0,0.0217166,,,,,,,,,
1991,3,7,0,0,0,0,0,,,,,,,,,
1991,3,8,0,0,0,0,0,,,,,,,,,
1991,3,9,0,0,0,0,0,,,,,,,,,
1991,3,10,0,0,0,0,0,,,,,,,,,
1991,3,11,0,0,0,0,0,,,,,,,,,
1991,3,12,0,0,1.17257,0,0.586285,,,,,,,,,
1991,3,13,0,0,0,0,0,,,,,,,,,
1991,3,14,0,0,3.62644,0,1.81322,,,,,,,,,
1991,3,15,0,0,0,9.45127,4.725635,,,,,,,,,
1991,3,16,0,0,0,0,0,,,,,,,,,
1991,3,17,0,0,0,0,0,,,,,,,,,
1991,3,18,0,0,0,0,0,,,,,,,,,
1991,3,19,0,0,0,0,0,,,,,,,,,
1991,3,20,0,0,0,0,0,,,,,,,,,
1991,3,21,0,0,0,0,0,,,,,,,,,
1991,3,22,0,0,0,0,0,,,,,,,,,
1991,3,23,0,0,0,0,0,,,,,,,,,
1991,3,24,0,0,12.0028,27.5889,19.79585,,,,,,,,,
1991,3,25,0,0,0,0,0,,,,,,,,,
1991,3,26,0,0,0,0,0,,,,,,,,,
