Year,Month,Day,P125,P126,P137,P138,P139,P140,P142,P148,P156,sp_avrg,Feni,obs,Bias_corrected,RMSE,MAE,PBIAS,,,,,
1990,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,month,obs,sim,scaling_factor
1990,1,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,1,0.235020927,0.465601434,0.504768477
1990,1,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2,2,0.645969691,0.034852062,18.53461916
1990,1,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,3,3,1.683508945,1.530464516,1.099998679
1990,1,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,4,4,4.086658528,2.453951111,1.665338201
1990,1,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,5,5,8.581084491,6.881241577,1.247025612
1990,1,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,6,6,10.61840489,15.20217926,0.698479127
1990,1,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,7,7,11.04483835,16.04136631,0.688522296
1990,1,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,8,8,9.305142537,19.80067814,0.469940599
1990,1,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,9,9,9.788223615,16.21557481,0.603630998
1990,1,11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,10,10,5.561539712,2.995466667,1.856652179
1990,1,12,0,0,0,0,0,0,0,0,0,0,0,0,,,,,11,11,0.587165341,1.828865185,0.321054469
1990,1,13,0,0,0,0,0,0,0,0,0,0,0,0,,,,,12,12,0.081121024,0.100764158,0.805058329
1990,1,14,0,0,0,0,0,0,0,0,0,0,0.387854,0.387854,,,,,,,,,
1990,1,15,0,0,0,0,0,0,0,0,0,0,0.387854,0.387854,,,,,,,,,
1990,1,16,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,1,17,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,1,18,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,1,19,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,1,20,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,1,21,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,1,22,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,1,23,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,1,24,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,1,25,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,1,26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,1,27,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,1,28,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,1,29,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,1,30,0,0,0,0,0,0,0,0,0,0,1.96913,1.96913,,,,,,,,,
1990,1,31,0,0,0,0,0,0,0,0,0,0,1.96913,1.96913,,,,,,,,,
1990,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,2,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,2,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,2,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,2,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,2,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,2,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,2,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,2,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,2,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,2,11,0,0,0,0,0,0,0,0,0,0,0.14465,0.14465,,,,,,,,,
1990,2,12,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,2,13,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,2,14,0,0,0,0,0,0,0,0,0,0,1.29575,1.29575,,,,,,,,,
1990,2,15,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,2,16,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,2,17,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,2,18,0,0,0,0,0,0,0,0,0,0,36.6695,36.6695,,,,,,,,,
1990,2,19,0,0,0,0,0,0,0,0,0,0,0.251566,0.251566,,,,,,,,,
1990,2,20,0,0,0,0,0,0,0,0,0,0,0.686627,0.686627,,,,,,,,,
1990,2,21,0,0,0,0,0,0,0,0,0,0,0.806893,0.806893,,,,,,,,,
1990,2,22,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,2,23,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,2,24,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,2,25,0,0,0,0,0,0,0,0,0,0,1.12032,1.12032,,,,,,,,,
1990,2,26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,2,27,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,2,28,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,3,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,3,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,3,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,3,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,3,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,3,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,3,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,3,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,3,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,3,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,3,11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,3,12,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,3,13,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,3,14,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,3,15,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,3,16,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,3,17,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,3,18,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,3,19,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,3,20,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,3,21,0,0,0,0,0,0,0,0,0,0,0.236813,0.236813,,,,,,,,,
1990,3,22,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,3,23,0,0,0,0,0,0,0,0,0,0,15.9296,15.9296,,,,,,,,,
1990,3,24,0,0,0,0,0,0,0,0,0,0,32.3407,32.3407,,,,,,,,,
1990,3,25,0,0,0,0,0,0,0,0,0,0,34.8343,34.8343,,,,,,,,,
1990,3,26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,3,27,0,0,0,0,0,0,0,0,0,0,8.38834,8.38834,,,,,,,,,
1990,3,28,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,3,29,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,3,30,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,3,31,0,0,0,0,0,0,0,0,0,0,22.6789,22.6789,,,,,,,,,
1990,4,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,4,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,4,3,0,0,0,0,0,0,0,0,0,0,16.5326,16.5326,,,,,,,,,
1990,4,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,4,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,4,6,0,0,0,0,0,0,0,0,0,0,4.717,4.717,,,,,,,,,
1990,4,7,0,0,0,0,0,0,0,0,0,0,7.23147,7.23147,,,,,,,,,
1990,4,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,4,9,0,0,0,0,0.21,0,0,0,0,0.023333333,0,0,,,,,,,,,
1990,4,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,4,11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,4,12,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,4,13,0,0,0,0,0,0,0,0,0,0,5.60682,5.60682,,,,,,,,,
1990,4,14,0,0,0,0,0,0,0,0,0,0,17.3025,17.3025,,,,,,,,,
1990,4,15,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,4,16,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,4,17,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,4,18,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,4,19,0,0,0,0,0,0,0,0,0,0,21.0396,21.0396,,,,,,,,,
1990,4,20,0,0,0,0,0,0,0,0,0,0,14.7482,14.7482,,,,,,,,,
1990,4,21,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,4,22,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,4,23,0,0,0,0,0,0,0,0,0,0,0.452345,0.452345,,,,,,,,,
1990,4,24,0,0,0,0,0,0,0,0,0,0,13.5588,13.5588,,,,,,,,,
1990,4,25,0,0,0,0,0,0,0,0,0,0,18.1765,18.1765,,,,,,,,,
1990,4,26,0,0,0,0,0,0,0,0,0,0,12.432,12.432,,,,,,,,,
1990,4,27,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,4,28,0,0,0,0,0,0,0,0,0,0,21.6005,21.6005,,,,,,,,,
1990,4,29,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,4,30,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,5,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,5,2,0,0,0,0,0,0,0,0,0,0,6.43475,6.43475,,,,,,,,,
1990,5,3,0,0,0,0,0,0,0,0,0,0,3.40297,3.40297,,,,,,,,,
1990,5,4,0,0,0,0,0,0,0,0,0,0,12.0493,12.0493,,,,,,,,,
1990,5,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,5,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,5,7,0,0,0,0,0,0,0.74,14.24,23.88,4.317777778,0,0,,,,,,,,,
1990,5,8,7.67,13.06,14.7,18.5,21.13,24.91,38.23,36.75,53.77,25.41333333,0,0,,,,,,,,,
1990,5,9,0,0,0,9.82,14.51,19.83,34.77,31.64,53.57,18.23777778,0.0475288,0.0475288,,,,,,,,,
1990,5,10,0,0,0,0,9.57,15.22,26.13,23.28,40.7,12.76666667,0,0,,,,,,,,,
1990,5,11,0,0,0,0,8.46,15.8,29.16,24.31,43.56,13.47666667,0,0,,,,,,,,,
1990,5,12,0,0,0,0,0,0,6.62,0,14.63,2.361111111,0,0,,,,,,,,,
1990,5,13,0,0,0,0,0,0,0,0,0,0,19.9668,19.9668,,,,,,,,,
1990,5,14,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,5,15,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,5,16,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,5,17,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,5,18,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,5,19,0,0,0,0,12.46,18.21,32.64,26.27,36.77,14.03888889,27.6039,27.6039,,,,,,,,,
1990,5,20,15.29,19.52,17.51,22,25.46,30.31,46.97,40.32,53.1,30.05333333,44.0047,44.0047,,,,,,,,,
1990,5,21,24.95,30.98,26.63,33.03,37.21,40.97,51.16,47.45,58.6,38.99777778,0,0,,,,,,,,,
1990,5,22,0,0,0,0,0,0,0,0,0,0,11.2787,11.2787,,,,,,,,,
1990,5,23,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,5,24,0,0,0,0,0,0,0,0,0,0,1.20229,1.20229,,,,,,,,,
1990,5,25,0,0,0,0,0,0,0,0,0,0,46.9945,46.9945,,,,,,,,,
1990,5,26,0,0,0,0,0,0,17.25,13.32,24.64,6.134444444,3.17365,3.17365,,,,,,,,,
1990,5,27,9.37,10.15,15.45,14.88,16.71,20.27,30.92,27.51,36.86,20.23555556,9.40382,9.40382,,,,,,,,,
1990,5,28,18.98,20.28,15.8,17.7,18.45,19.33,23.65,16.72,7.22,17.57,5.07133,5.07133,,,,,,,,,
1990,5,29,0,0,0,0,0,0,0,0,0,0,26.7483,26.7483,,,,,,,,,
1990,5,30,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,5,31,0,0,0,0,0,0,0,0,0,0,29.2815,29.2815,,,,,,,,,
1990,6,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,6,2,33.97,28.66,35.6,31.64,32.58,43.03,70.24,55.12,77.12,45.32888889,3.30102,3.30102,,,,,,,,,
1990,6,3,45.4,36.58,48.68,38.34,34.5,41.07,58.56,52.71,91.14,49.66444444,29.8566,29.8566,,,,,,,,,
1990,6,4,37.95,31.28,43.96,34.58,29.55,30.28,35.35,33.08,39.22,35.02777778,16.8383,16.8383,,,,,,,,,
1990,6,5,53.05,35.12,57.54,35.65,28.07,36.35,63.16,44.12,61.14,46.02222222,8.50555,8.50555,,,,,,,,,
1990,6,6,53.82,27.95,58.69,31.2,19.13,22.59,33.7,31.14,65.89,38.23444444,15.1182,15.1182,,,,,,,,,
1990,6,7,63.39,54.54,66.72,61.62,54.24,51.53,44.99,58.38,61.57,57.44222222,0,0,,,,,,,,,
1990,6,8,45.3,38.06,47.68,40.18,34.01,32.19,30.77,35.95,53.65,39.75444444,21.462,21.462,,,,,,,,,
1990,6,9,41.47,37.02,42.37,37.24,32.35,29.77,25.22,28.16,35.32,34.32444444,21.1556,21.1556,,,,,,,,,
1990,6,10,23.82,22.02,25.17,24.42,24.13,25.64,31.43,27.92,37.75,26.92222222,0,0,,,,,,,,,
1990,6,11,21.55,23.33,22.99,25.44,28.8,34.57,53.52,45.06,72.03,36.36555556,0,0,,,,,,,,,
1990,6,12,23.56,24.95,24.41,26.77,29.14,32.26,45.09,38.07,53.27,33.05777778,9.14242,9.14242,,,,,,,,,
1990,6,13,0,0,0,0,0,0,0,0,0,0,15.2449,15.2449,,,,,,,,,
1990,6,14,0,0,0,0,0,0,0,0,0,0,1.27066,1.27066,,,,,,,,,
1990,6,15,0,0,0,0,0,0,0,0,0,0,1.27267,1.27267,,,,,,,,,
1990,6,16,0,0,0,0,0,0,15.11,8.11,16.49,4.412222222,0.957039,0.957039,,,,,,,,,
1990,6,17,0,12.96,0,0,12.21,17.69,31.23,20.7,31.7,14.05444444,2.39218,2.39218,,,,,,,,,
1990,6,18,16.18,16.89,18.28,18.73,19.32,20.76,26.35,24.17,31.72,21.37777778,0,0,,,,,,,,,
1990,6,19,36.48,43.19,39.07,44.6,47.99,51.49,62.21,59.8,80.75,51.73111111,0,0,,,,,,,,,
1990,6,20,37.86,45.12,43.47,51.42,54.57,57.04,62.49,67.63,86.37,56.21888889,3.38016,3.38016,,,,,,,,,
1990,6,21,32.32,31.96,36.85,35.38,31.72,27.52,18.83,25.11,13.86,28.17222222,12.4244,12.4244,,,,,,,,,
1990,6,22,29.94,18.27,30.04,15.89,0,0,0,0,0,10.46,48.6769,48.6769,,,,,,,,,
1990,6,23,23.61,0,19.65,0,0,0,0,0,0,4.806666667,20.3942,20.3942,,,,,,,,,
1990,6,24,47.76,28.11,48.29,28.61,16.82,12.8,0,0,0,20.26555556,6.31822,6.31822,,,,,,,,,
1990,6,25,41.09,30.83,41.9,34.13,29,27.4,25.95,29.96,25.69,31.77222222,0.645832,0.645832,,,,,,,,,
1990,6,26,41.7,48.45,39.16,46.98,47.79,40.95,26.81,34.91,22.52,38.80777778,10.7489,10.7489,,,,,,,,,
1990,6,27,31.75,31.8,29.07,30.65,29.31,25.34,18.13,22.97,14.67,25.96555556,13.4816,13.4816,,,,,,,,,
1990,6,28,20.63,16.66,21.44,18.35,15.58,12.49,0,9.98,0,12.79222222,0.242117,0.242117,,,,,,,,,
1990,6,29,0,0,0,0,0,0,0,0,0,0,16.0224,16.0224,,,,,,,,,
1990,6,30,0,0,0,0,0,0,0,0,0,0,23.2612,23.2612,,,,,,,,,
1990,7,1,0,0,0,0,0,0,0,0,0,0,22.6168,22.6168,,,,,,,,,
1990,7,2,0,0,0,0,0,0,0,0,17.36,1.928888889,3.05282,3.05282,,,,,,,,,
1990,7,3,24.19,25.92,30.68,32.37,34.9,40.77,56.53,51.4,72.84,41.06666667,24.5643,24.5643,,,,,,,,,
1990,7,4,23.95,24.97,29.2,30.24,30.94,33.11,41.57,41.07,64.25,35.47777778,27.7642,27.7642,,,,,,,,,
1990,7,5,0,0,0,0,0,0,16.66,13.16,27.04,6.317777778,3.13556,3.13556,,,,,,,,,
1990,7,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,7,7,12.57,13.69,18.08,18.82,20.18,23.02,32.6,31.85,49.93,24.52666667,7.67526,7.67526,,,,,,,,,
1990,7,8,0,0,0,0,0,0,0,0,0,0,60.4353,60.4353,,,,,,,,,
1990,7,9,29.43,34.35,31.2,35.72,37.82,38.47,42.83,43.34,55.87,38.78111111,17.5367,17.5367,,,,,,,,,
1990,7,10,15.74,19.75,17.53,22.25,22.63,20.76,17.82,20.63,20.02,19.68111111,5.82611,5.82611,,,,,,,,,
1990,7,11,9,15.15,0,12.38,16.23,19.64,30.08,24.23,41.3,18.66777778,10.2011,10.2011,,,,,,,,,
1990,7,12,17.75,20.15,18.56,20.7,21.72,22.99,28.13,24.81,32.32,23.01444444,0,0,,,,,,,,,
1990,7,13,0,0,0,0,0,0,0,0,0,0,13.7276,13.7276,,,,,,,,,
1990,7,14,21.03,25.36,19.64,24.38,27.92,32.2,48.56,38.61,65.89,33.73222222,0,0,,,,,,,,,
1990,7,15,34.9,43.01,37.63,45.22,51.1,58.66,80.22,68.45,96.82,57.33444444,0,0,,,,,,,,,
1990,7,16,24.59,26.31,27.31,28.09,29.02,30.62,38.69,35.23,49.76,32.18,0,0,,,,,,,,,
1990,7,17,19.47,21.16,23.32,24.04,24.22,25.18,29.6,28.28,35.08,25.59444444,0,0,,,,,,,,,
1990,7,18,0,0,9.83,9.4,9.71,11.51,16.3,14.38,18.38,9.945555556,0,0,,,,,,,,,
1990,7,19,0,11.19,11.88,15.04,15.85,15.51,16.49,18.12,20.68,13.86222222,0.203519,0.203519,,,,,,,,,
1990,7,20,0,0,0,0,0,8.78,18.78,17.03,27.51,8.011111111,2.96793,2.96793,,,,,,,,,
1990,7,21,17.71,21.04,18.43,22,23.13,23.75,27.19,24.3,27.13,22.74222222,13.7802,13.7802,,,,,,,,,
1990,7,22,20.83,24.88,23.14,27.38,29.73,31.58,40.29,38.07,46.18,31.34222222,5.25204,5.25204,,,,,,,,,
1990,7,23,13.79,17.28,10.1,15.82,16.24,14.16,7.67,6.9,0,11.32888889,2.25497,2.25497,,,,,,,,,
1990,7,24,0,0.56,0,9.5,12.97,14.87,20.33,19.11,26.28,11.51333333,8.00104,8.00104,,,,,,,,,
1990,7,25,19.83,23.59,23.27,27.08,29.76,32.67,44.5,41.1,54.53,32.92555556,12.8438,12.8438,,,,,,,,,
1990,7,26,18.34,22.82,19.5,24.51,27.27,29.68,39.41,34.57,42.46,28.72888889,12.822,12.822,,,,,,,,,
1990,7,27,0,13.88,0,11.18,14.37,15.68,20.27,14.69,14.87,11.66,38.2905,38.2905,,,,,,,,,
1990,7,28,0,0,0,0,5.53,10.33,17.21,15.34,22.45,7.873333333,36.2914,36.2914,,,,,,,,,
1990,7,29,27.21,30.28,27.55,29.99,31.18,32.98,40.46,33.96,36.9,32.27888889,9.95449,9.95449,,,,,,,,,
1990,7,30,21.32,21.61,19.67,19.62,18.63,16.84,13.43,10.8,0,15.76888889,5.5441,5.5441,,,,,,,,,
1990,7,31,20.81,21.17,17.72,18.28,17.96,17.32,17.99,16.85,21.79,18.87666667,16.7564,16.7564,,,,,,,,,
1990,8,1,18.18,18.74,10.68,12.94,12.52,7.59,0,0,0,8.961111111,23.8032,23.8032,,,,,,,,,
1990,8,2,0,0,0,0,8.64,12.67,20.17,16.93,33.85,10.25111111,3.28344,3.28344,,,,,,,,,
1990,8,3,0,0,0,2.16,12.05,17.14,29.29,25.39,48.01,14.89333333,19.8372,19.8372,,,,,,,,,
1990,8,4,24.33,27.74,25.34,28.22,30.2,32.5,42.65,35.06,42.29,32.03666667,0,0,,,,,,,,,
1990,8,5,21.07,24.03,21.67,24.53,25.7,26.56,31.21,26.88,29.83,25.72,19.5028,19.5028,,,,,,,,,
1990,8,6,18.46,20.76,20.01,21.93,22.05,21.18,21.22,21.48,23.83,21.21333333,5.08186,5.08186,,,,,,,,,
1990,8,7,25.21,26.73,30.8,31.13,29.9,27.97,25.82,29.44,32.69,28.85444444,10.7261,10.7261,,,,,,,,,
1990,8,8,20,21.11,25.32,24.58,23.56,23.52,25.01,26.25,39.42,25.41888889,0.103991,0.103991,,,,,,,,,
1990,8,9,19.83,18.97,25.71,22.62,21.73,23.39,29.72,28.02,40.72,25.63444444,0,0,,,,,,,,,
1990,8,10,16.14,20.18,19.77,24.37,25.49,24.96,25.95,28.22,33.17,24.25,5.98436,5.98436,,,,,,,,,
1990,8,11,20.62,20.26,24.18,23.57,23.61,25.62,32.73,30.62,44.78,27.33222222,7.71435,7.71435,,,,,,,,,
1990,8,12,0,7.89,12.77,13.47,13.95,13.86,15.73,16.65,18.03,12.48333333,2.10812,2.10812,,,,,,,,,
1990,8,13,0,0,0,0,0,0,0,0,5.17,0.574444444,3.01455,3.01455,,,,,,,,,
1990,8,14,0,0,0,0,1.03,6.26,13.12,13.06,20.94,6.045555556,1.21499,1.21499,,,,,,,,,
1990,8,15,0,0,0,0,0,0,0,0,0,0,0.173581,0.173581,,,,,,,,,
1990,8,16,18.5,22.42,19.99,24.1,25.23,25.24,27.41,27.01,30.81,24.52333333,0,0,,,,,,,,,
1990,8,17,20.5,22.88,22.11,24.21,25.49,27.26,34.5,30.55,38.55,27.33888889,0,0,,,,,,,,,
1990,8,18,21.69,24.94,21.83,25.16,26.49,27.31,31.7,27.29,30.11,26.28,0,0,,,,,,,,,
1990,8,19,23.96,28.4,25.54,29.94,31.89,32.92,38.72,36.21,43.03,32.29,5.72759,5.72759,,,,,,,,,
1990,8,20,0,10.47,0,11.5,15.24,17.25,23.48,20.48,28.56,14.10888889,0.929766,0.929766,,,,,,,,,
1990,8,21,18.61,20,20.92,21.96,22.93,24.98,32.62,29.78,44.26,26.22888889,0,0,,,,,,,,,
1990,8,22,28.81,35.34,28.92,34.28,37.04,37.51,42.28,37.44,44.45,36.23,0,0,,,,,,,,,
1990,8,23,10.72,14.55,10.44,14.11,15.65,16.64,20.48,17.43,18.67,15.41,0.123292,0.123292,,,,,,,,,
1990,8,24,16.27,17.69,18.46,19.85,21.21,23.47,31.65,28.75,42.96,24.47888889,0.450221,0.450221,,,,,,,,,
1990,8,25,27.07,33.03,28.75,33.9,38.33,44.37,59.45,52.31,74.51,43.52444444,41.1615,41.1615,,,,,,,,,
1990,8,26,37.57,39.97,42.89,44.29,44.24,46.67,52.38,52.93,73.3,48.24888889,7.24068,7.24068,,,,,,,,,
1990,8,27,19.54,20.65,20.31,20.64,20.85,21.65,25.93,23.46,32.94,22.88555556,8.55051,8.55051,,,,,,,,,
1990,8,28,16.77,16.38,19.08,17.8,17.27,17.82,21.35,20.86,25.46,19.19888889,0.754771,0.754771,,,,,,,,,
1990,8,29,16.01,16.6,19.96,19.67,20.17,21.68,27.88,25.96,32.37,22.25555556,0,0,,,,,,,,,
1990,8,30,16.64,16.05,17.23,15.44,15,15.27,17.64,15.1,19.18,16.39444444,0,0,,,,,,,,,
1990,8,31,0,3.46,0,0,0.96,7.2,14.39,5.18,10.59,4.642222222,2.93279,2.93279,,,,,,,,,
1990,9,1,0,0,0,0,0,0,0,0,0,0,21.6721,21.6721,,,,,,,,,
1990,9,2,0,0,0,0,0,0,0,0,0,0,9.71766,9.71766,,,,,,,,,
1990,9,3,0,0,0,0,0,0,0,0,0,0,4.73678,4.73678,,,,,,,,,
1990,9,4,0,0,0,0,0,0,0,0,0,0,15.7858,15.7858,,,,,,,,,
1990,9,5,0,0,0,0,0,0,0,0,0,0,11.2017,11.2017,,,,,,,,,
1990,9,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,9,7,20.52,13.06,19.58,10.09,0,0,0.48,0,0,7.081111111,0,0,,,,,,,,,
1990,9,8,19,12.88,21.65,15.18,12.61,13,15.63,16.19,19.18,16.14666667,0.48371,0.48371,,,,,,,,,
1990,9,9,20.12,17.41,23.79,20.32,19.15,20.02,24.04,23.02,27.64,21.72333333,14.4032,14.4032,,,,,,,,,
1990,9,10,26.32,23.56,26.05,21.86,19.67,19.08,19.94,16.5,18.16,21.23777778,14.7412,14.7412,,,,,,,,,
1990,9,11,16.39,20.05,10.7,17.24,17.96,16.3,13.34,10.06,2.07,13.79,0.607216,0.607216,,,,,,,,,
1990,9,12,0,0,0,0,0,0,0,0,0,0,12.5677,12.5677,,,,,,,,,
1990,9,13,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1990,9,14,3.99,0,4.44,0,0,0,0,0,0,0.936666667,0,0,,,,,,,,,
1990,9,15,9.48,9.39,7.63,4.76,0,0,0,0,0,3.473333333,0,0,,,,,,,,,
1990,9,16,0,0,0,0,0,0,0,0,0,0,10.9494,10.9494,,,,,,,,,
1990,9,17,0,0,0,0,0,0,0,0,0,0,20.0624,20.0624,,,,,,,,,
1990,9,18,19.99,17.33,21.82,18.5,16.01,13.95,7.2,10.4,0,13.91111111,2.05572,2.05572,,,,,,,,,
1990,9,19,22.6,19.37,24.83,21.39,19.61,19.07,20.1,21.59,25.74,21.58888889,0,0,,,,,,,,,
1990,9,20,28.42,25.81,34.54,31.65,28.21,25.05,19.74,24.43,19.68,26.39222222,3.32855,3.32855,,,,,,,,,
1990,9,21,17.47,15.52,22.91,19.15,18.35,19.99,26.16,22.95,29.21,21.30111111,0,0,,,,,,,,,
1990,9,22,21.29,20.98,23.31,21.9,21.39,21.79,25.26,21.12,24.86,22.43333333,0,0,,,,,,,,,
1990,9,23,26.21,29.75,26.04,28.88,30.55,32.26,40.29,33.31,37.77,31.67333333,1.41083,1.41083,,,,,,,,,
1990,9,24,18.43,19.85,18.45,20.33,21.59,23.53,30.62,26.13,32.27,23.46666667,7.05002,7.05002,,,,,,,,,
1990,9,25,12.69,15.17,12.24,14.52,15.94,17.26,22.13,18.52,24.52,16.99888889,6.78937,6.78937,,,,,,,,,
1990,9,26,13.27,14.3,13.64,14.16,15.53,17.55,23.94,21.22,32.31,18.43555556,13.363,13.363,,,,,,,,,
1990,9,27,15.7,17.28,17.14,19.4,20.46,21.54,26.43,24.9,34.02,21.87444444,30.707,30.707,,,,,,,,,
