Year,Month,Day,P125,P126,P137,P138,P139,P140,P142,P148,P156,sp_avrg,Feni,obs,Bias_corrected,RMSE,MAE,PBIAS,,,,,
1993,6,7,0.48,2.99,0,0.55,0.25,0,0,0,0,0.474444444,5.06386,5.06386,,,,,,,,,
1993,6,8,25.47,22.04,25.04,21.66,19.27,17.23,13.48,15.68,12.26,19.12555556,30.2517,30.2517,,,,,,,,,
1993,6,9,37.04,27.84,41.83,32.91,26.39,23.64,18.71,24.06,19.46,27.98666667,0.548845,0.548845,,,,,,,,,
1993,6,10,47.26,43.67,51.37,47.47,42.74,40.1,34.5,42.74,50,44.42777778,22.3968,22.3968,,,,,,,,,
1993,6,11,22.1,17.98,21.35,18.21,15.97,14.54,11.74,13.36,7.4,15.85,12.3491,12.3491,,,,,,,,,
1993,6,12,0,0,0,0,0,0,0,0,0,0,14.8096,14.8096,,,,,,,,,
1993,6,13,0,0,0,0,0,0,20.9,13.27,36.47,7.848888889,1.34038,1.34038,,,,,,,,,
1993,6,14,28.12,31.32,28.89,32.21,40.23,57.29,104.14,71.24,108.41,55.76111111,0.545617,0.545617,,,,,,,,,
1993,6,15,66.17,67.6,69.36,72.08,73.31,77.94,97.04,88.89,105.18,79.73,2.56564,2.56564,,,,,,,,,
1993,6,16,39.71,21.35,44.47,26.24,17.44,18.25,22.41,22.15,27.46,26.60888889,19.4261,19.4261,,,,,,,,,
1993,6,17,32.97,20.9,38.14,27.17,18.97,12.65,0,8.9,0,17.74444444,8.04165,8.04165,,,,,,,,,
1993,6,18,38,35.94,38.61,37.37,35.9,35.07,36.75,37.22,44.51,37.70777778,54.3145,54.3145,,,,,,,,,
1993,6,19,26.78,23.24,29.16,27.16,25.35,24.58,24.4,27.87,35.02,27.06222222,41.3235,41.3235,,,,,,,,,
1993,6,20,23.07,19.21,25.16,22.5,20.14,17.77,13.34,18.9,16.43,19.61333333,12.7954,12.7954,,,,,,,,,
1993,6,21,35.51,29.83,41.28,37.03,30.76,24.54,0,23.16,5.06,25.24111111,1.02942,1.02942,,,,,,,,,
1993,6,22,24.38,20.2,27.64,24.32,20.88,17.33,0,14.91,0,16.62888889,0.0967449,0.0967449,,,,,,,,,
1993,6,23,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1993,6,24,0,0,0,0,0,0,0,0,0,0,10.7125,10.7125,,,,,,,,,
1993,6,25,0,0,0,0,0,0,0,0,0,0,1.64173,1.64173,,,,,,,,,
1993,6,26,0,0,0,0,0,0,0,0,0,0,6.11826,6.11826,,,,,,,,,
1993,6,27,0,0,0,8.97,13.81,16.91,25.2,24.34,31.77,13.44444444,0.189958,0.189958,,,,,,,,,
1993,6,28,14.94,16,20.7,21.36,22.52,25.1,34.54,32.45,46.04,25.96111111,1.92565,1.92565,,,,,,,,,
1993,6,29,19.55,19.63,25.99,25.42,26.14,29.26,40.57,37.05,53.83,30.82666667,34.7139,34.7139,,,,,,,,,
1993,6,30,29.82,23.94,32.81,28.07,26.48,29.48,40.45,36.87,53.97,33.54333333,16.399,16.399,,,,,,,,,
1993,7,1,32.9,25.57,36.11,29.33,27.51,31.65,47.23,43.14,64.61,37.56111111,39.6006,39.6006,,,,,,,,,
1993,7,2,50.27,44.07,52.34,47.3,42.94,42.68,41.4,46.14,48.43,46.17444444,33.7091,33.7091,,,,,,,,,
1993,7,3,43.92,38.28,41.22,33.54,28.77,27.85,28.25,24.64,31.27,33.08222222,0.860397,0.860397,,,,,,,,,
1993,7,4,48.96,43.16,48.4,43.53,40.5,45.52,57.27,55.7,84.29,51.92555556,0,0,,,,,,,,,
1993,7,5,42.45,27.66,43.16,29.99,22.55,21.58,21.19,25.15,33.55,29.69777778,8.608,8.608,,,,,,,,,
1993,7,6,31.09,18.14,29.95,18.93,12.36,10.38,0,12.85,14.93,16.51444444,37.4788,37.4788,,,,,,,,,
1993,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1993,7,8,6.16,0.39,8.88,6.06,0,0,0,0,0,2.387777778,0.514979,0.514979,,,,,,,,,
1993,7,9,4.53,11.41,7.37,13.22,13.35,9.48,0,7.72,0,7.453333333,0,0,,,,,,,,,
1993,7,10,9.15,13.89,10.21,16.07,18.07,19.27,24.49,23.39,31.4,18.43777778,0,0,,,,,,,,,
1993,7,11,11.52,16.49,12.31,18.25,21.13,24.44,35.67,29.71,42.62,23.57111111,0.0252576,0.0252576,,,,,,,,,
1993,7,12,16.84,21.29,17.23,22.89,24.95,26.16,31.34,30.34,45.01,26.22777778,11.6282,11.6282,,,,,,,,,
1993,7,13,0,0,0,0,0,0,0,0,11.34,1.26,19.2006,19.2006,,,,,,,,,
1993,7,14,0,0,0,0,0,0,0,0,0,0,0.204021,0.204021,,,,,,,,,
1993,7,15,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1993,7,16,0,0,0,0,0,0,0,0,14.05,1.561111111,23.597,23.597,,,,,,,,,
1993,7,17,9.84,10.61,10.66,11.53,11.27,10.11,8.28,11.19,11.18,10.51888889,38.9136,38.9136,,,,,,,,,
1993,7,18,3.98,0.45,13.55,11.85,10.12,6.63,0,10.25,14.23,7.895555556,24.2113,24.2113,,,,,,,,,
1993,7,19,0,0,0,0.17,0,0,0,0,0,0.018888889,32.068,32.068,,,,,,,,,
1993,7,20,0,0,0,0,0,0,0,0,0,0,54.2135,54.2135,,,,,,,,,
1993,7,21,12.04,14.16,0.99,12.46,15.02,16.85,22.42,17.23,17.66,14.31444444,47.7748,47.7748,,,,,,,,,
1993,7,22,24.44,27.29,23.93,27.98,29.56,29.76,32.7,30.16,36.83,29.18333333,18.5223,18.5223,,,,,,,,,
1993,7,23,27.1,27.27,25.68,27.1,28.06,29.25,35.5,32.62,40.51,30.34333333,3.01505,3.01505,,,,,,,,,
1993,7,24,22.87,18.47,20.42,15.94,13.72,13.22,13.64,11.37,5.38,15.00333333,0.113738,0.113738,,,,,,,,,
1993,7,25,18.85,15.51,17.53,13.35,11.18,8.26,0,0,0,9.408888889,0.0531302,0.0531302,,,,,,,,,
1993,7,26,31.46,30.22,30.71,29.28,29.14,31.04,39.83,33.03,42.08,32.97666667,0,0,,,,,,,,,
1993,7,27,24.8,22.87,22.88,21.45,21.22,22.2,26.76,22.98,27.89,23.67222222,0,0,,,,,,,,,
1993,7,28,13.55,0,9.66,0,0,0,0,0,0,2.578888889,0,0,,,,,,,,,
1993,7,29,27.31,23.23,26.9,22.86,21.01,21.32,24.2,22.19,24.28,23.7,0,0,,,,,,,,,
1993,7,30,33.28,27.31,38.33,30.92,26.42,25.68,25.9,25.13,22.14,28.34555556,0.870951,0.870951,,,,,,,,,
1993,7,31,37.11,29.86,36.95,29.59,27.05,30.24,42.48,31.59,35.38,33.36111111,0,0,,,,,,,,,
1993,8,1,43.5,39.13,41.95,35.15,31.06,31.64,36.05,27.24,26.57,34.69888889,0,0,,,,,,,,,
1993,8,2,31.51,24.35,29.74,22.42,18.06,16.41,13.45,11.4,11.9,19.91555556,0.393654,0.393654,,,,,,,,,
1993,8,3,23.26,20.64,23.51,20.53,17.98,15.21,0,9.42,0,14.50555556,5.46242,5.46242,,,,,,,,,
1993,8,4,19.7,18.27,22.49,20.74,19.32,18.04,17.22,16.48,11.29,18.17222222,0,0,,,,,,,,,
1993,8,5,14.26,15.97,19.57,20.17,19.44,17.8,15.86,18.41,15.14,17.40222222,2.09942,2.09942,,,,,,,,,
1993,8,6,0.24,3.96,15.53,14.47,13.09,10.03,0,10.01,0,7.481111111,0,0,,,,,,,,,
1993,8,7,7.17,2.38,18.02,16.11,13.91,9.88,0,12.68,0,8.905555556,18.0996,18.0996,,,,,,,,,
1993,8,8,17.08,15.03,21.61,18.97,17.54,17.07,18.08,19.91,20.88,18.46333333,0.0745014,0.0745014,,,,,,,,,
1993,8,9,29.29,30.43,32.87,34.13,34.93,36.43,44.09,40.79,51.16,37.12444444,0,0,,,,,,,,,
1993,8,10,24.66,25.88,28.1,29.02,31.73,39.31,60.55,50.46,80.04,41.08333333,11.6467,11.6467,,,,,,,,,
1993,8,11,0,0,0,0,0,13.64,29.83,20.97,40.95,11.71,0,0,,,,,,,,,
1993,8,12,14.66,16.31,18.96,19.19,18.45,16.97,15.21,15.33,0.75,15.09222222,0,0,,,,,,,,,
1993,8,13,19.03,19.51,22.15,22.58,23.11,24.91,31.79,30.33,39.33,25.86,0,0,,,,,,,,,
1993,8,14,15.71,17.18,15.93,18.6,19.16,19.02,21.19,21.16,24.47,19.15777778,3.07357,3.07357,,,,,,,,,
1993,8,15,15.16,12.72,19.13,15.33,13.6,12.86,12.26,14.07,15.38,14.50111111,0.0248879,0.0248879,,,,,,,,,
1993,8,16,24.93,18.91,26.67,20.55,17.03,15.56,13,15.33,14.28,18.47333333,0.868465,0.868465,,,,,,,,,
1993,8,17,14.26,11.08,18.28,13.66,11.64,10.46,8.25,12.3,16.03,12.88444444,0,0,,,,,,,,,
1993,8,18,21.32,19.75,23.53,20.32,19.15,19.6,22.87,20.8,25.65,21.44333333,22.3076,22.3076,,,,,,,,,
1993,8,19,18.87,19.35,19.92,19.58,19.8,21.09,26.13,23.04,30.87,22.07222222,3.44017,3.44017,,,,,,,,,
1993,8,20,12.22,12.41,18.17,17.56,18.28,20.65,28.58,27.93,45.43,22.35888889,0.573204,0.573204,,,,,,,,,
1993,8,21,28.55,28.44,32.05,32.93,34.13,38.1,51.14,47.81,69.7,40.31666667,11.1648,11.1648,,,,,,,,,
1993,8,22,37.81,31.67,36.04,30.39,25.44,22.27,15.92,18.47,13.94,25.77222222,18.1958,18.1958,,,,,,,,,
1993,8,23,25.25,18.73,25.86,19.75,16.24,14.5,10.15,12.55,0,15.89222222,20.4733,20.4733,,,,,,,,,
1993,8,24,40.57,38.02,39.48,37.24,35.4,34.6,36.35,36.59,43.9,38.01666667,14.5517,14.5517,,,,,,,,,
1993,8,25,38.83,36.61,36.08,35.04,33.56,33.45,35.82,34.16,41.33,36.09777778,0.445504,0.445504,,,,,,,,,
1993,8,26,14.02,14.29,21.1,20.93,20.19,19.05,18.74,23.35,25.13,19.64444444,5.13729,5.13729,,,,,,,,,
1993,8,27,21.15,18.79,22.31,19.8,19.37,20.85,26.42,24.2,34.48,23.04111111,0.0504008,0.0504008,,,,,,,,,
1993,8,28,0,0,0,0,0,0,0,0,0,0,17.0992,17.0992,,,,,,,,,
1993,8,29,0,0,0,0,0,0,0,0,0,0,0.33471,0.33471,,,,,,,,,
1993,8,30,0,0,0,0,0,0,0,0,5.61,0.623333333,17.3509,17.3509,,,,,,,,,
1993,8,31,26.1,21.31,29.18,23.66,21.12,21.51,24.75,23.71,29.63,24.55222222,8.42768,8.42768,,,,,,,,,
1993,9,1,22.06,20.28,23.63,21.44,21.23,23.01,29.65,24.46,30.65,24.04555556,18.8552,18.8552,,,,,,,,,
1993,9,2,22.94,23.06,29.69,29.65,30.27,32.98,43.77,43.33,59.63,35.03555556,60.2982,60.2982,,,,,,,,,
1993,9,3,33.85,35.01,36.13,35.86,35.8,37.13,44.18,35.96,38.87,36.97666667,35.6149,35.6149,,,,,,,,,
1993,9,4,32.4,28.53,32.81,29.34,27.55,28.16,33.33,29.69,35.36,30.79666667,0,0,,,,,,,,,
1993,9,5,21.71,18.35,26.04,21.79,20.29,21.15,25.49,24.56,33.82,23.68888889,17.5723,17.5723,,,,,,,,,
1993,9,6,20.72,19.24,23.57,22.02,21.33,21.59,24.45,22.68,23.6,22.13333333,14.5475,14.5475,,,,,,,,,
1993,9,7,18.66,16.87,20.26,18.97,19.39,21.78,30.3,24.95,27.56,22.08222222,6.66482,6.66482,,,,,,,,,
1993,9,8,18.63,18.55,22.13,21.15,20.27,19.5,20,20.55,17.48,19.80666667,1.62491,1.62491,,,,,,,,,
1993,9,9,15.23,12.7,12.84,10.72,9.06,7.77,6.77,4.87,8.08,9.782222222,0,0,,,,,,,,,
1993,9,10,5.59,0,0.25,0,0,0,0,0,0,0.648888889,0,0,,,,,,,,,
1993,9,11,0,0,0,0,0,0,7.49,5.48,12.15,2.791111111,7.53672,7.53672,,,,,,,,,
1993,9,12,0,0,0,0,0,0,0,0,0,0,58.5894,58.5894,,,,,,,,,
1993,9,13,0,0,0,0,0,0,0,0,0,0,23.0993,23.0993,,,,,,,,,
1993,9,14,0,0,0,0,0,0,0,0,0,0,2.37595,2.37595,,,,,,,,,
1993,9,15,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1993,9,16,0,0,0,0,0,0,0,0,0,0,2.3825,2.3825,,,,,,,,,
1993,9,17,0,0,0,0,0,0,0,0,0,0,1.05482,1.05482,,,,,,,,,
1993,9,18,0,0,0,0,0,0,0,0,0,0,2.02963,2.02963,,,,,,,,,
1993,9,19,0,0,0,0,0,0,0,0,0,0,23.2647,23.2647,,,,,,,,,
1993,9,20,0,0,0,0,0,0,0,0,0,0,8.75206,8.75206,,,,,,,,,
1993,9,21,0,0,0,0,0,0,0,0,0,0,0.72819,0.72819,,,,,,,,,
1993,9,22,0,0,12.4,0,0,0,0,0,0,1.377777778,1.05285,1.05285,,,,,,,,,
1993,9,23,29.31,26.03,29.89,26.6,23.24,20.46,14.29,16.92,10.3,21.89333333,10.8257,10.8257,,,,,,,,,
1993,9,24,21.67,17.58,23.72,19.57,17.65,17.35,18.74,19.52,23.07,19.87444444,0,0,,,,,,,,,
1993,9,25,15.36,12.63,18.71,15.31,15.02,16.79,22.18,21.36,26.39,18.19444444,5.52014,5.52014,,,,,,,,,
1993,9,26,0,0,1.82,0,0,0,7.25,8.18,16.12,3.707777778,3.24929,3.24929,,,,,,,,,
1993,9,27,0,0,10.28,9.31,8.26,7.69,9.28,10.79,9.36,7.218888889,16.5116,16.5116,,,,,,,,,
1993,9,28,14.67,5.19,16.9,10.19,4.01,6.39,11.46,10.42,14.56,10.42111111,25.572,25.572,,,,,,,,,
1993,9,29,32.08,26.44,37.09,32.19,29.29,29.33,32.19,34.99,45.3,33.21111111,22.1975,22.1975,,,,,,,,,
1993,9,30,51.01,47.07,51.41,46.66,42.11,41.13,39.37,39.48,38.36,44.06666667,2.05688,2.05688,,,,,,,,,
1993,10,1,54.72,43.26,56.98,44.87,36.44,35.49,37.09,35.78,34.41,42.11555556,37.3608,37.3608,,,,,,,,,
1993,10,2,44.1,30.29,46.15,31.86,23.07,21.17,18.21,20.02,15.04,27.76777778,33.4255,33.4255,,,,,,,,,
1993,10,3,43.06,31.97,43.2,30.88,22.58,18.75,3.04,12.04,0,22.83555556,15.8033,15.8033,,,,,,,,,
1993,10,4,46.24,35.86,44.83,33.95,26.64,24.36,20.52,20.11,10.5,29.22333333,0,0,,,,,,,,,
1993,10,5,55.88,43.68,57.53,45.18,38.63,43.44,55.23,47.18,55.3,49.11666667,0,0,,,,,,,,,
1993,10,6,40.15,29.19,39.47,28.83,25.3,30.14,46.27,36.14,63.79,37.69777778,0.968579,0.968579,,,,,,,,,
1993,10,7,0,0,0,0,0,10.25,35.38,23.46,58.97,14.22888889,0,0,,,,,,,,,
1993,10,8,29.54,29.89,29.32,29.77,32.44,40.76,62.78,51.96,80.95,43.04555556,0,0,,,,,,,,,
1993,10,9,27.03,24.94,26.73,24.45,26.94,35.59,63.78,46.01,80.26,39.52555556,0,0,,,,,,,,,
1993,10,10,32.83,35.22,29.97,31.28,32.59,35.69,46.77,36.43,47.74,36.50222222,0,0,,,,,,,,,
1993,10,11,24.81,21.34,23.46,20.26,18.39,17.32,16.92,15.66,13.52,19.07555556,0,0,,,,,,,,,
1993,10,12,26.58,26.09,27.52,27.52,29,32.92,47.74,40.62,58.68,35.18555556,0.0943406,0.0943406,,,,,,,,,
1993,10,13,18.3,14.79,18.9,14.75,10.77,0,0,0,0,8.612222222,14.303,14.303,,,,,,,,,
1993,10,14,0,0,0,0,0,0,0,0,0,0,7.23693,7.23693,,,,,,,,,
1993,10,15,0,0,0,0,0,0,0,0,0,0,9.26126,9.26126,,,,,,,,,
1993,10,16,0,0,0,0,0,0,0,0,0,0,6.99139,6.99139,,,,,,,,,
1993,10,17,0,0,0,0,0,0,0,0,0,0,22.9095,22.9095,,,,,,,,,
1993,10,18,0,0,0,0,0,0,0,0,0,0,12.4025,12.4025,,,,,,,,,
1993,10,19,0,0,0,0,0,0,0,0,0,0,10.8197,10.8197,,,,,,,,,
1993,10,20,0,0,0,0,0,0,0,0,0,0,0.928962,0.928962,,,,,,,,,
1993,10,21,0,0,0,0,0,0,0,0,0,0,0.577571,0.577571,,,,,,,,,
1993,10,22,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1993,10,23,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1993,10,24,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1993,10,25,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1993,10,26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1993,10,27,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1993,10,28,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1993,10,29,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1993,10,30,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1993,10,31,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1993,11,1,0,0,0,0,0,0,0,0,0,0,1.36468,1.36468,,,,,,,,,
1993,11,2,0,0,0,0,0,0,0,0,0,0,10.0119,10.0119,,,,,,,,,
1993,11,3,0,0,0,0,0,0,0,0,0,0,0.270985,0.270985,,,,,,,,,
1993,11,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1993,11,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1993,11,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1993,11,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1993,11,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1993,11,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1993,11,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1993,11,11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1993,11,12,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1993,11,13,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1993,11,14,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1993,11,15,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1993,11,16,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1993,11,17,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1993,11,18,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1993,11,19,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1993,11,20,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1993,11,21,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1993,11,22,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1993,11,23,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1993,11,24,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1993,11,25,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1993,11,26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1993,11,27,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1993,11,28,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1993,11,29,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1993,11,30,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1993,12,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1993,12,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1993,12,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1993,12,4,0,0,0,0,0,0,0,0,0,0,2.3291,2.3291,,,,,,,,,
1993,12,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1993,12,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1993,12,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1993,12,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1993,12,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1993,12,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1993,12,11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1993,12,12,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1993,12,13,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1993,12,14,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1993,12,15,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1993,12,16,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1993,12,17,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1993,12,18,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1993,12,19,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1993,12,20,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1993,12,21,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1993,12,22,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1993,12,23,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1993,12,24,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1993,12,25,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1993,12,26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1993,12,27,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1993,12,28,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1993,12,29,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1993,12,30,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1993,12,31,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,1,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,1,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,1,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,1,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,1,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,1,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,1,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,1,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,1,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,1,11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,1,12,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,1,13,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,1,14,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,1,15,0,0,0,0,0,0,0,0,0,0,2.54547,2.54547,,,,,,,,,
1994,1,16,0,0,0,0,0,0,0,0,0,0,2.32689,2.32689,,,,,,,,,
1994,1,17,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,1,18,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,1,19,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,1,20,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,1,21,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,1,22,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,1,23,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,1,24,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,1,25,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,1,26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,1,27,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,1,28,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,1,29,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,1,30,0,0,0,0,0,0,0,0,0,0,4.56027,4.56027,,,,,,,,,
1994,1,31,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,2,1,0,0,0,0,0,0,0,0,0,0,1.12302,1.12302,,,,,,,,,
1994,2,2,0,0,0,0,0,0,0,0,0,0,3.95812,3.95812,,,,,,,,,
1994,2,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,2,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,2,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,2,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,2,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,2,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,2,9,0,0,0,0,0,0,0,0,0,0,0.699639,0.699639,,,,,,,,,
1994,2,10,0,0,0,0,0,0,0,0,0,0,0.061909,0.061909,,,,,,,,,
1994,2,11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,2,12,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,2,13,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,2,14,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,2,15,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,2,16,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,2,17,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,2,18,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,2,19,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,2,20,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,2,21,0,0,0,0,0,0,0,0,0,0,5.00877,5.00877,,,,,,,,,
1994,2,22,0,0,0,0,0,0,0,0,0,0,17.3409,17.3409,,,,,,,,,
1994,2,23,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,2,24,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,2,25,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,2,26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,2,27,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,2,28,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,3,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,3,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,3,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,3,4,0,0,0,0,0,0,0,0,16.15,1.794444444,0,0,,,,,,,,,
1994,3,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,3,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,3,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,3,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,3,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
1994,3,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
