Year,Month,Day,P160,P172,sp_avrg,Sitakundu,Kutubdia,Chittagong,CoxsBazar,obs,Bias_corrected,RMSE,MAE,PBIAS,,,,,,
1990,1,1,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,0.00E+00,,,,,,month,obs,sim,scaling_factor
1990,1,2,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,0.00E+00,,,,,1,1,-749249999.9,0.348787097,-2148158596
1990,1,3,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,0.00E+00,,,,,2,2,-749249999.8,0.175835694,-4261080231
1990,1,4,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,3,3,-749249999.6,1.135374194,-659914593.7
1990,1,5,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,4,4,-749249999,1.67602,-447041204.1
1990,1,6,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,5,5,-749249997.9,5.036812903,-148754780.5
1990,1,7,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,6,6,-749249997.3,14.33878,-52253399.34
1990,1,8,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,7,7,-749249997.2,16.66681935,-44954587.99
1990,1,9,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,8,8,-749249997.7,22.06181935,-33961387.57
1990,1,10,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,9,9,-749249997.6,20.82122667,-35984911.43
1990,1,11,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,10,10,-749249998.6,4.939458065,-151686680.8
1990,1,12,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,11,11,-749249999.9,1.59356,-470173699
1990,1,13,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,12,12,-749250000,0.563522581,-1329582923
1990,1,14,0,0,0,0.387854,-9.99E+08,-9.99E+08,-9.99E+08,-749249999.9,,,,,,,,,,
1990,1,15,0,0,0,0.387854,-9.99E+08,-9.99E+08,-9.99E+08,-749249999.9,,,,,,,,,,
1990,1,16,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,1,17,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,1,18,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,1,19,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,1,20,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,1,21,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,1,22,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,1,23,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,1,24,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,1,25,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,1,26,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,1,27,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,1,28,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,1,29,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,1,30,0,0,0,1.96913,-9.99E+08,-9.99E+08,-9.99E+08,-749249999.5,,,,,,,,,,
1990,1,31,0,0,0,1.96913,-9.99E+08,-9.99E+08,-9.99E+08,-749249999.5,,,,,,,,,,
1990,2,1,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,2,2,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,2,3,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,2,4,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,2,5,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,2,6,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,2,7,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,2,8,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,2,9,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,2,10,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,2,11,0,0,0,0.14465,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,2,12,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,2,13,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,2,14,0,0,0,1.29575,-9.99E+08,-9.99E+08,-9.99E+08,-749249999.7,,,,,,,,,,
1990,2,15,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,2,16,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,2,17,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,2,18,0,0,0,36.6695,-9.99E+08,-9.99E+08,-9.99E+08,-749249990.8,,,,,,,,,,
1990,2,19,0,0,0,0.251566,-9.99E+08,-9.99E+08,-9.99E+08,-749249999.9,,,,,,,,,,
1990,2,20,0,5.12,2.56,0.686627,-9.99E+08,-9.99E+08,-9.99E+08,-749249999.8,,,,,,,,,,
1990,2,21,0,0,0,0.806893,-9.99E+08,-9.99E+08,-9.99E+08,-749249999.8,,,,,,,,,,
1990,2,22,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,2,23,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,2,24,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,2,25,0,0,0,1.12032,-9.99E+08,-9.99E+08,-9.99E+08,-749249999.7,,,,,,,,,,
1990,2,26,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,2,27,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,2,28,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,3,1,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,3,2,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,3,3,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,3,4,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,3,5,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,3,6,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,3,7,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,3,8,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,3,9,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,3,10,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,3,11,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,3,12,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,3,13,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,3,14,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,3,15,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,3,16,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,3,17,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,3,18,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,3,19,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,3,20,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,3,21,0,0,0,0.236813,-9.99E+08,-9.99E+08,-9.99E+08,-749249999.9,,,,,,,,,,
1990,3,22,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,3,23,0,0,0,15.9296,-9.99E+08,-9.99E+08,-9.99E+08,-749249996,,,,,,,,,,
1990,3,24,0,0,0,32.3407,-9.99E+08,-9.99E+08,-9.99E+08,-749249991.9,,,,,,,,,,
1990,3,25,0,0,0,34.8343,-9.99E+08,-9.99E+08,-9.99E+08,-749249991.3,,,,,,,,,,
1990,3,26,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,3,27,0,0,0,8.38834,-9.99E+08,-9.99E+08,-9.99E+08,-749249997.9,,,,,,,,,,
1990,3,28,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,3,29,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,3,30,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,3,31,0,0,0,22.6789,-9.99E+08,-9.99E+08,-9.99E+08,-749249994.3,,,,,,,,,,
1990,4,1,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,4,2,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,4,3,0,0,0,16.5326,-9.99E+08,-9.99E+08,-9.99E+08,-749249995.9,,,,,,,,,,
1990,4,4,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,4,5,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,4,6,0,0,0,4.717,-9.99E+08,-9.99E+08,-9.99E+08,-749249998.8,,,,,,,,,,
1990,4,7,0,0,0,7.23147,-9.99E+08,-9.99E+08,-9.99E+08,-749249998.2,,,,,,,,,,
1990,4,8,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,4,9,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,4,10,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,4,11,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,4,12,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,4,13,0,0,0,5.60682,-9.99E+08,-9.99E+08,-9.99E+08,-749249998.6,,,,,,,,,,
1990,4,14,0,0,0,17.3025,-9.99E+08,-9.99E+08,-9.99E+08,-749249995.7,,,,,,,,,,
1990,4,15,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,4,16,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,4,17,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,4,18,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,4,19,0,0,0,21.0396,-9.99E+08,-9.99E+08,-9.99E+08,-749249994.7,,,,,,,,,,
1990,4,20,0,0,0,14.7482,-9.99E+08,-9.99E+08,-9.99E+08,-749249996.3,,,,,,,,,,
1990,4,21,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,4,22,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,4,23,0,0,0,0.452345,-9.99E+08,-9.99E+08,-9.99E+08,-749249999.9,,,,,,,,,,
1990,4,24,0,0,0,13.5588,-9.99E+08,-9.99E+08,-9.99E+08,-749249996.6,,,,,,,,,,
1990,4,25,0,0,0,18.1765,-9.99E+08,-9.99E+08,-9.99E+08,-749249995.5,,,,,,,,,,
1990,4,26,0,0,0,12.432,-9.99E+08,-9.99E+08,-9.99E+08,-749249996.9,,,,,,,,,,
1990,4,27,1.29,14.53,7.91,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,4,28,0,0,0,21.6005,-9.99E+08,-9.99E+08,-9.99E+08,-749249994.6,,,,,,,,,,
1990,4,29,0,5.86,2.93,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,4,30,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,5,1,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,5,2,0,0,0,6.43475,-9.99E+08,-9.99E+08,-9.99E+08,-749249998.4,,,,,,,,,,
1990,5,3,0,0,0,3.40297,-9.99E+08,-9.99E+08,-9.99E+08,-749249999.1,,,,,,,,,,
1990,5,4,0,0,0,12.0493,-9.99E+08,-9.99E+08,-9.99E+08,-749249997,,,,,,,,,,
1990,5,5,16.36,20.45,18.405,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,5,6,14.56,16.72,15.64,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,5,7,12.26,12.15,12.205,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,5,8,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,5,9,0,0,0,0.0475288,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,5,10,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,5,11,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,5,12,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,5,13,0,0,0,19.9668,-9.99E+08,-9.99E+08,-9.99E+08,-749249995,,,,,,,,,,
1990,5,14,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,5,15,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,5,16,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,5,17,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,5,18,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,5,19,0,0,0,27.6039,-9.99E+08,-9.99E+08,-9.99E+08,-749249993.1,,,,,,,,,,
1990,5,20,0,0,0,44.0047,-9.99E+08,-9.99E+08,-9.99E+08,-749249989,,,,,,,,,,
1990,5,21,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,5,22,0,0,0,11.2787,-9.99E+08,-9.99E+08,-9.99E+08,-749249997.2,,,,,,,,,,
1990,5,23,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,5,24,0,3.09,1.545,1.20229,-9.99E+08,-9.99E+08,-9.99E+08,-749249999.7,,,,,,,,,,
1990,5,25,13.72,8.56,11.14,46.9945,-9.99E+08,-9.99E+08,-9.99E+08,-749249988.3,,,,,,,,,,
1990,5,26,0,6.31,3.155,3.17365,-9.99E+08,-9.99E+08,-9.99E+08,-749249999.2,,,,,,,,,,
1990,5,27,0,0,0,9.40382,-9.99E+08,-9.99E+08,-9.99E+08,-749249997.6,,,,,,,,,,
1990,5,28,0,0,0,5.07133,-9.99E+08,-9.99E+08,-9.99E+08,-749249998.7,,,,,,,,,,
1990,5,29,0,0,0,26.7483,-9.99E+08,-9.99E+08,-9.99E+08,-749249993.3,,,,,,,,,,
1990,5,30,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,5,31,39.76,39.95,39.855,29.2815,-9.99E+08,-9.99E+08,-9.99E+08,-749249992.7,,,,,,,,,,
1990,6,1,70.29,85.37,77.83,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,6,2,72.82,93.14,82.98,3.30102,-9.99E+08,-9.99E+08,-9.99E+08,-749249999.2,,,,,,,,,,
1990,6,3,106.44,145.23,125.835,29.8566,-9.99E+08,-9.99E+08,-9.99E+08,-749249992.5,,,,,,,,,,
1990,6,4,123.22,167.38,145.3,16.8383,-9.99E+08,-9.99E+08,-9.99E+08,-749249995.8,,,,,,,,,,
1990,6,5,69.26,59.94,64.6,8.50555,-9.99E+08,-9.99E+08,-9.99E+08,-749249997.9,,,,,,,,,,
1990,6,6,52.84,42.3,47.57,15.1182,-9.99E+08,-9.99E+08,-9.99E+08,-749249996.2,,,,,,,,,,
1990,6,7,42.13,31.03,36.58,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,6,8,13.81,7.33,10.57,21.462,-9.99E+08,-9.99E+08,-9.99E+08,-749249994.6,,,,,,,,,,
1990,6,9,0,0,0,21.1556,-9.99E+08,-9.99E+08,-9.99E+08,-749249994.7,,,,,,,,,,
1990,6,10,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,6,11,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,6,12,0,0,0,9.14242,-9.99E+08,-9.99E+08,-9.99E+08,-749249997.7,,,,,,,,,,
1990,6,13,0,0,0,15.2449,-9.99E+08,-9.99E+08,-9.99E+08,-749249996.2,,,,,,,,,,
1990,6,14,0,0,0,1.27066,-9.99E+08,-9.99E+08,-9.99E+08,-749249999.7,,,,,,,,,,
1990,6,15,0,0,0,1.27267,-9.99E+08,-9.99E+08,-9.99E+08,-749249999.7,,,,,,,,,,
1990,6,16,10.92,11.43,11.175,0.957039,-9.99E+08,-9.99E+08,-9.99E+08,-749249999.8,,,,,,,,,,
1990,6,17,28.5,30.44,29.47,2.39218,-9.99E+08,-9.99E+08,-9.99E+08,-749249999.4,,,,,,,,,,
1990,6,18,33.97,33.99,33.98,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,6,19,41.95,43.16,42.555,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,6,20,52.42,76.79,64.605,3.38016,-9.99E+08,-9.99E+08,-9.99E+08,-749249999.2,,,,,,,,,,
1990,6,21,26.22,59.35,42.785,12.4244,-9.99E+08,-9.99E+08,-9.99E+08,-749249996.9,,,,,,,,,,
1990,6,22,63.91,95.24,79.575,48.6769,-9.99E+08,-9.99E+08,-9.99E+08,-749249987.8,,,,,,,,,,
1990,6,23,30.97,47.94,39.455,20.3942,-9.99E+08,-9.99E+08,-9.99E+08,-749249994.9,,,,,,,,,,
1990,6,24,0,2.76,1.38,6.31822,-9.99E+08,-9.99E+08,-9.99E+08,-749249998.4,,,,,,,,,,
1990,6,25,9.67,11.11,10.39,0.645832,-9.99E+08,-9.99E+08,-9.99E+08,-749249999.8,,,,,,,,,,
1990,6,26,20.1,35.56,27.83,10.7489,-9.99E+08,-9.99E+08,-9.99E+08,-749249997.3,,,,,,,,,,
1990,6,27,0.96,12.39,6.675,13.4816,-9.99E+08,-9.99E+08,-9.99E+08,-749249996.6,,,,,,,,,,
1990,6,28,0,12.28,6.14,0.242117,-9.99E+08,-9.99E+08,-9.99E+08,-749249999.9,,,,,,,,,,
1990,6,29,0,0,0,16.0224,-9.99E+08,-9.99E+08,-9.99E+08,-749249996,,,,,,,,,,
1990,6,30,11.46,10.74,11.1,23.2612,-9.99E+08,-9.99E+08,-9.99E+08,-749249994.2,,,,,,,,,,
1990,7,1,32.78,30.51,31.645,22.6168,-9.99E+08,-9.99E+08,-9.99E+08,-749249994.3,,,,,,,,,,
1990,7,2,26.08,18.95,22.515,3.05282,-9.99E+08,-9.99E+08,-9.99E+08,-749249999.2,,,,,,,,,,
1990,7,3,0,0,0,24.5643,-9.99E+08,-9.99E+08,-9.99E+08,-749249993.9,,,,,,,,,,
1990,7,4,0,0,0,27.7642,-9.99E+08,-9.99E+08,-9.99E+08,-749249993.1,,,,,,,,,,
1990,7,5,17.06,21.15,19.105,3.13556,-9.99E+08,-9.99E+08,-9.99E+08,-749249999.2,,,,,,,,,,
1990,7,6,18.16,32.01,25.085,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,7,7,18.35,20.42,19.385,7.67526,-9.99E+08,-9.99E+08,-9.99E+08,-749249998.1,,,,,,,,,,
1990,7,8,0,2.7,1.35,60.4353,-9.99E+08,-9.99E+08,-9.99E+08,-749249984.9,,,,,,,,,,
1990,7,9,0,0,0,17.5367,-9.99E+08,-9.99E+08,-9.99E+08,-749249995.6,,,,,,,,,,
1990,7,10,11.84,11.07,11.455,5.82611,-9.99E+08,-9.99E+08,-9.99E+08,-749249998.5,,,,,,,,,,
1990,7,11,0,0,0,10.2011,-9.99E+08,-9.99E+08,-9.99E+08,-749249997.4,,,,,,,,,,
1990,7,12,6.29,6.67,6.48,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,7,13,26.51,23.05,24.78,13.7276,-9.99E+08,-9.99E+08,-9.99E+08,-749249996.6,,,,,,,,,,
1990,7,14,29.14,28.9,29.02,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,7,15,19.85,15.95,17.9,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,7,16,19.9,18.97,19.435,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,7,17,16.34,13.9,15.12,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,7,18,0,0,0,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,7,19,4.41,5.69,5.05,0.203519,-9.99E+08,-9.99E+08,-9.99E+08,-749249999.9,,,,,,,,,,
1990,7,20,0,3.91,1.955,2.96793,-9.99E+08,-9.99E+08,-9.99E+08,-749249999.3,,,,,,,,,,
1990,7,21,0,0,0,13.7802,-9.99E+08,-9.99E+08,-9.99E+08,-749249996.6,,,,,,,,,,
1990,7,22,6.05,13.29,9.67,5.25204,-9.99E+08,-9.99E+08,-9.99E+08,-749249998.7,,,,,,,,,,
1990,7,23,15.97,17.73,16.85,2.25497,-9.99E+08,-9.99E+08,-9.99E+08,-749249999.4,,,,,,,,,,
1990,7,24,5.78,6.24,6.01,8.00104,-9.99E+08,-9.99E+08,-9.99E+08,-749249998,,,,,,,,,,
1990,7,25,0,0,0,12.8438,-9.99E+08,-9.99E+08,-9.99E+08,-749249996.8,,,,,,,,,,
1990,7,26,0,0,0,12.822,-9.99E+08,-9.99E+08,-9.99E+08,-749249996.8,,,,,,,,,,
1990,7,27,13.92,21.85,17.885,38.2905,-9.99E+08,-9.99E+08,-9.99E+08,-749249990.4,,,,,,,,,,
1990,7,28,16.13,21.96,19.045,36.2914,-9.99E+08,-9.99E+08,-9.99E+08,-749249990.9,,,,,,,,,,
1990,7,29,2.73,9.99,6.36,9.95449,-9.99E+08,-9.99E+08,-9.99E+08,-749249997.5,,,,,,,,,,
1990,7,30,0,0,0,5.5441,-9.99E+08,-9.99E+08,-9.99E+08,-749249998.6,,,,,,,,,,
1990,7,31,14.4,15.75,15.075,16.7564,-9.99E+08,-9.99E+08,-9.99E+08,-749249995.8,,,,,,,,,,
1990,8,1,23.82,29.52,26.67,23.8032,-9.99E+08,-9.99E+08,-9.99E+08,-749249994,,,,,,,,,,
1990,8,2,21.75,24.49,23.12,3.28344,-9.99E+08,-9.99E+08,-9.99E+08,-749249999.2,,,,,,,,,,
1990,8,3,12.46,12.55,12.505,19.8372,-9.99E+08,-9.99E+08,-9.99E+08,-749249995,,,,,,,,,,
1990,8,4,19.38,20.17,19.775,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,8,5,38.21,34.48,36.345,19.5028,-9.99E+08,-9.99E+08,-9.99E+08,-749249995.1,,,,,,,,,,
1990,8,6,32.96,33.24,33.1,5.08186,-9.99E+08,-9.99E+08,-9.99E+08,-749249998.7,,,,,,,,,,
1990,8,7,35.31,32.52,33.915,10.7261,-9.99E+08,-9.99E+08,-9.99E+08,-749249997.3,,,,,,,,,,
1990,8,8,6.88,7.97,7.425,0.103991,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,8,9,19.65,17.36,18.505,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,8,10,17.37,17.61,17.49,5.98436,-9.99E+08,-9.99E+08,-9.99E+08,-749249998.5,,,,,,,,,,
1990,8,11,0,11.38,5.69,7.71435,-9.99E+08,-9.99E+08,-9.99E+08,-749249998.1,,,,,,,,,,
1990,8,12,0,0,0,2.10812,-9.99E+08,-9.99E+08,-9.99E+08,-749249999.5,,,,,,,,,,
1990,8,13,0,0,0,3.01455,-9.99E+08,-9.99E+08,-9.99E+08,-749249999.2,,,,,,,,,,
1990,8,14,13.34,15.78,14.56,1.21499,-9.99E+08,-9.99E+08,-9.99E+08,-749249999.7,,,,,,,,,,
1990,8,15,14.2,19.47,16.835,0.173581,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,8,16,14.6,15.84,15.22,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,8,17,12.16,9.72,10.94,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,8,18,0,3.73,1.865,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,8,19,22.07,25.21,23.64,5.72759,-9.99E+08,-9.99E+08,-9.99E+08,-749249998.6,,,,,,,,,,
1990,8,20,17.11,19.01,18.06,0.929766,-9.99E+08,-9.99E+08,-9.99E+08,-749249999.8,,,,,,,,,,
1990,8,21,10.21,12.73,11.47,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,8,22,17.81,21.35,19.58,0,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
1990,8,23,22.76,28.3,25.53,0.123292,-9.99E+08,-9.99E+08,-9.99E+08,-749250000,,,,,,,,,,
